"country","date","outcome","population"
"Italy",2015-01-15,16016,60501226.5643836
"Italy",2015-01-22,15282,60504465.109589
"Italy",2015-01-29,15040,60507703.6547945
"Italy",2015-02-05,15899,60510942.2
"Italy",2015-02-12,15713,60514180.7452055
"Italy",2015-02-19,15490,60517419.290411
"Italy",2015-02-26,15093,60520657.8356164
"Italy",2015-03-05,14610,60523896.3808219
"Italy",2015-03-12,14055,60527134.9260274
"Italy",2015-03-19,13749,60530373.4712329
"Italy",2015-03-26,13556,60533612.0164384
"Italy",2015-04-02,12994,60536850.5616438
"Italy",2015-04-09,12798,60540089.1068493
"Italy",2015-04-16,13263,60543327.6520548
"Italy",2015-04-23,12567,60546566.1972603
"Italy",2015-04-30,12073,60549804.7424658
"Italy",2016-01-15,13449,60624244.852459
"Italy",2016-01-22,13373,60625862.4836066
"Italy",2016-01-29,13595,60627480.1147541
"Italy",2016-02-05,13264,60629097.7459016
"Italy",2016-02-12,13354,60630715.3770492
"Italy",2016-02-19,13035,60632333.0081967
"Italy",2016-02-26,12845,60633950.6393443
"Italy",2016-03-04,12864,60635568.2704918
"Italy",2016-03-11,12924,60637185.9016393
"Italy",2016-03-18,12939,60638803.5327869
"Italy",2016-03-25,13047,60640421.1639344
"Italy",2016-04-01,12708,60642038.795082
"Italy",2016-04-08,12682,60643656.4262295
"Italy",2016-04-15,11974,60645274.057377
"Italy",2016-04-22,11789,60646891.6885246
"Italy",2016-04-29,11593,60648509.3196721
"Italy",2017-01-15,19235,60668832.2410959
"Italy",2017-01-22,18102,60669036.0273973
"Italy",2017-01-29,16655,60669239.8136986
"Italy",2017-02-05,15959,60669443.6
"Italy",2017-02-12,14252,60669647.3863014
"Italy",2017-02-19,13980,60669851.1726027
"Italy",2017-02-26,13462,60670054.9589041
"Italy",2017-03-05,13248,60670258.7452055
"Italy",2017-03-12,13046,60670462.5315069
"Italy",2017-03-19,12910,60670666.3178082
"Italy",2017-03-26,12733,60670870.1041096
"Italy",2017-04-02,12432,60671073.890411
"Italy",2017-04-09,12031,60671277.6767123
"Italy",2017-04-16,12276,60671481.4630137
"Italy",2017-04-23,11753,60671685.2493151
"Italy",2017-04-30,12145,60671889.0356164
"Italy",2018-01-15,16021,60648521.9616438
"Italy",2018-01-22,15337,60647632.0410959
"Italy",2018-01-29,14832,60646742.1205479
"Italy",2018-02-05,14662,60645852.2
"Italy",2018-02-12,13989,60644962.2794521
"Italy",2018-02-19,14232,60644072.3589041
"Italy",2018-02-26,14139,60643182.4383562
"Italy",2018-03-05,14752,60642292.5178082
"Italy",2018-03-12,14206,60641402.5972603
"Italy",2018-03-19,13309,60640512.6767123
"Italy",2018-03-26,12560,60639622.7561644
"Italy",2018-04-02,12849,60638732.8356164
"Italy",2018-04-09,12627,60637842.9150685
"Italy",2018-04-16,12144,60636952.9945205
"Italy",2018-04-23,12101,60636063.0739726
"Italy",2018-04-30,11719,60635173.1534247
"Italy",2019-01-15,15215,60585413.1863014
"Italy",2019-01-22,15535,60583932.6575342
"Italy",2019-01-29,15616,60582452.1287671
"Italy",2019-02-05,16009,60580971.6
"Italy",2019-02-12,15417,60579491.0712329
"Italy",2019-02-19,15157,60578010.5424658
"Italy",2019-02-26,14555,60576530.0136986
"Italy",2019-03-05,14801,60575049.4849315
"Italy",2019-03-12,13772,60573568.9561644
"Italy",2019-03-19,13206,60572088.4273973
"Italy",2019-03-26,12868,60570607.8986301
"Italy",2019-04-02,12517,60569127.369863
"Italy",2019-04-09,12734,60567646.8410959
"Italy",2019-04-16,12182,60566166.3123288
"Italy",2019-04-23,12458,60564685.7835616
"Italy",2019-04-30,11783,60563205.2547945
"Italy",2020-01-15,14201,60502342.6229508
"Italy",2020-01-22,14125,60500654.5136612
"Italy",2020-01-29,14292,60498966.4043716
"Italy",2020-02-05,13739,60497278.295082
"Italy",2020-02-12,13765,60495590.1857923
"Italy",2020-02-19,13605,60493902.0765027
"Italy",2020-02-26,13556,60492213.9672131
"Italy",2020-03-04,13821,60490525.8579235
"Italy",2020-03-11,16333,60488837.7486339
"Italy",2020-03-18,20087,60487149.6393443
"Italy",2020-03-25,23586,60485461.5300546
"Italy",2020-04-01,22933,60483773.420765
"Italy",2020-04-08,19757,60482085.3114754
"Italy",2020-04-15,17961,60480397.2021858
"Italy",2020-04-22,15471,60478709.0928962
"Italy",2020-04-29,13832,60477020.9836066
"Netherlands",2010-01-15,2830,16682927
"Netherlands",2010-01-22,2846,16682927
"Netherlands",2010-01-29,2865,16682927
"Netherlands",2010-02-05,2858,16682927
"Netherlands",2010-02-12,2831,16682927
"Netherlands",2010-02-19,2900,16682927
"Netherlands",2010-02-26,2929,16682927
"Netherlands",2010-03-05,2757,16682927
"Netherlands",2010-03-12,2760,16682927
"Netherlands",2010-03-19,2686,16682927
"Netherlands",2010-03-26,2687,16682927
"Netherlands",2010-04-02,2586,16682927
"Netherlands",2010-04-09,2472,16682927
"Netherlands",2010-04-16,2583,16682927
"Netherlands",2010-04-23,2581,16682927
"Netherlands",2010-04-30,2570,16682927
"Netherlands",2010-05-07,2536,16682927
"Netherlands",2010-05-14,2687,16682927
"Netherlands",2010-05-21,2525,16682927
"Netherlands",2010-05-28,2485,16682927
"Netherlands",2010-06-04,2567,16682927
"Netherlands",2010-06-11,2502,16682927
"Netherlands",2010-06-18,2372,16682927
"Netherlands",2010-06-25,2535,16682927
"Netherlands",2010-07-02,2580,16683078.4082192
"Netherlands",2010-07-09,2653,16684138.2657534
"Netherlands",2010-07-16,2499,16685198.1232877
"Netherlands",2010-07-23,2443,16686257.9808219
"Netherlands",2010-07-30,2314,16687317.8383562
"Netherlands",2010-08-06,2289,16688377.6958904
"Netherlands",2010-08-13,2381,16689437.5534247
"Netherlands",2010-08-20,2464,16690497.4109589
"Netherlands",2010-08-27,2277,16691557.2684932
"Netherlands",2010-09-03,2416,16692617.1260274
"Netherlands",2010-09-10,2433,16693676.9835616
"Netherlands",2010-09-17,2523,16694736.8410959
"Netherlands",2010-09-24,2594,16695796.6986301
"Netherlands",2010-10-01,2498,16696856.5561644
"Netherlands",2010-10-08,2598,16697916.4136986
"Netherlands",2010-10-15,2543,16698976.2712329
"Netherlands",2010-10-22,2555,16700036.1287671
"Netherlands",2010-10-29,2609,16701095.9863014
"Netherlands",2010-11-05,2559,16702155.8438356
"Netherlands",2010-11-12,2542,16703215.7013699
"Netherlands",2010-11-19,2519,16704275.5589041
"Netherlands",2010-11-26,2542,16705335.4164384
"Netherlands",2010-12-03,2736,16706395.2739726
"Netherlands",2010-12-10,2832,16707455.1315068
"Netherlands",2010-12-17,2873,16708514.9890411
"Netherlands",2010-12-24,2830,16709574.8465753
"Netherlands",2011-01-15,2819,16712905.8273973
"Netherlands",2011-01-22,2624,16713965.6849315
"Netherlands",2011-01-29,2620,16715025.5424658
"Netherlands",2011-02-05,2728,16716085.4
"Netherlands",2011-02-12,2675,16717145.2575342
"Netherlands",2011-02-19,2621,16718205.1150685
"Netherlands",2011-02-26,2651,16719264.9726027
"Netherlands",2011-03-05,2686,16720324.830137
"Netherlands",2011-03-12,2714,16721384.6876712
"Netherlands",2011-03-19,2727,16722444.5452055
"Netherlands",2011-03-26,2686,16723504.4027397
"Netherlands",2011-04-02,2739,16724564.260274
"Netherlands",2011-04-09,2592,16725624.1178082
"Netherlands",2011-04-16,2652,16726683.9753425
"Netherlands",2011-04-23,2694,16727743.8328767
"Netherlands",2011-04-30,2591,16728803.690411
"Netherlands",2011-05-07,2543,16729863.5479452
"Netherlands",2011-05-14,2606,16730923.4054794
"Netherlands",2011-05-21,2551,16731983.2630137
"Netherlands",2011-05-28,2542,16733043.1205479
"Netherlands",2011-06-04,2477,16734102.9780822
"Netherlands",2011-06-11,2479,16735162.8356164
"Netherlands",2011-06-18,2489,16736222.6931507
"Netherlands",2011-06-25,2413,16737282.5506849
"Netherlands",2011-07-02,2535,16738337.6092896
"Netherlands",2011-07-09,2625,16739363.8743169
"Netherlands",2011-07-16,2513,16740390.1393443
"Netherlands",2011-07-23,2361,16741416.4043716
"Netherlands",2011-07-30,2431,16742442.6693989
"Netherlands",2011-08-06,2486,16743468.9344262
"Netherlands",2011-08-13,2356,16744495.1994535
"Netherlands",2011-08-20,2415,16745521.4644809
"Netherlands",2011-08-27,2381,16746547.7295082
"Netherlands",2011-09-03,2458,16747573.9945355
"Netherlands",2011-09-10,2520,16748600.2595628
"Netherlands",2011-09-17,2380,16749626.5245902
"Netherlands",2011-09-24,2447,16750652.7896175
"Netherlands",2011-10-01,2593,16751679.0546448
"Netherlands",2011-10-08,2474,16752705.3196721
"Netherlands",2011-10-15,2537,16753731.5846995
"Netherlands",2011-10-22,2551,16754757.8497268
"Netherlands",2011-10-29,2658,16755784.1147541
"Netherlands",2011-11-05,2653,16756810.3797814
"Netherlands",2011-11-12,2567,16757836.6448087
"Netherlands",2011-11-19,2691,16758862.9098361
"Netherlands",2011-11-26,2740,16759889.1748634
"Netherlands",2011-12-03,2782,16760915.4398907
"Netherlands",2011-12-10,2786,16761941.704918
"Netherlands",2011-12-17,2915,16762967.9699454
"Netherlands",2011-12-24,2813,16763994.2349727
"Netherlands",2012-01-15,2773,16767219.6393443
"Netherlands",2012-01-22,2785,16768245.9043716
"Netherlands",2012-01-29,2789,16769272.1693989
"Netherlands",2012-02-05,2815,16770298.4344262
"Netherlands",2012-02-12,3034,16771324.6994536
"Netherlands",2012-02-19,3089,16772350.9644809
"Netherlands",2012-02-26,3035,16773377.2295082
"Netherlands",2012-03-04,3061,16774403.4945355
"Netherlands",2012-03-11,2951,16775429.7595628
"Netherlands",2012-03-18,2891,16776456.0245902
"Netherlands",2012-03-25,2817,16777482.2896175
"Netherlands",2012-04-01,2793,16778508.5546448
"Netherlands",2012-04-08,2805,16779534.8196721
"Netherlands",2012-04-15,2757,16780561.0846995
"Netherlands",2012-04-22,2786,16781587.3497268
"Netherlands",2012-04-29,2773,16782613.6147541
"Netherlands",2012-05-06,2609,16783639.8797814
"Netherlands",2012-05-13,2653,16784666.1448087
"Netherlands",2012-05-20,2537,16785692.4098361
"Netherlands",2012-05-27,2727,16786718.6748634
"Netherlands",2012-06-03,2558,16787744.9398907
"Netherlands",2012-06-10,2585,16788771.204918
"Netherlands",2012-06-17,2558,16789797.4699454
"Netherlands",2012-06-24,2574,16790823.7349727
"Netherlands",2012-07-01,2561,16791850
"Netherlands",2012-07-08,2639,16792840.7780822
"Netherlands",2012-07-15,2450,16793831.5561644
"Netherlands",2012-07-22,2422,16794822.3342466
"Netherlands",2012-07-29,2559,16795813.1123288
"Netherlands",2012-08-05,2372,16796803.890411
"Netherlands",2012-08-12,2359,16797794.6684932
"Netherlands",2012-08-19,2548,16798785.4465753
"Netherlands",2012-08-26,2534,16799776.2246575
"Netherlands",2012-09-02,2370,16800767.0027397
"Netherlands",2012-09-09,2540,16801757.7808219
"Netherlands",2012-09-16,2474,16802748.5589041
"Netherlands",2012-09-23,2390,16803739.3369863
"Netherlands",2012-09-30,2640,16804730.1150685
"Netherlands",2012-10-07,2523,16805720.8931507
"Netherlands",2012-10-14,2681,16806711.6712329
"Netherlands",2012-10-21,2666,16807702.4493151
"Netherlands",2012-10-28,2522,16808693.2273973
"Netherlands",2012-11-04,2646,16809684.0054795
"Netherlands",2012-11-11,2691,16810674.7835616
"Netherlands",2012-11-18,2729,16811665.5616438
"Netherlands",2012-11-25,2727,16812656.339726
"Netherlands",2012-12-02,2731,16813647.1178082
"Netherlands",2012-12-09,2772,16814637.8958904
"Netherlands",2012-12-16,2911,16815628.6739726
"Netherlands",2012-12-23,2860,16816619.4520548
"Netherlands",2013-01-15,3038,16819874.8657534
"Netherlands",2013-01-22,3011,16820865.6438356
"Netherlands",2013-01-29,3082,16821856.4219178
"Netherlands",2013-02-05,3192,16822847.2
"Netherlands",2013-02-12,3143,16823837.9780822
"Netherlands",2013-02-19,3033,16824828.7561644
"Netherlands",2013-02-26,3211,16825819.5342466
"Netherlands",2013-03-05,3170,16826810.3123288
"Netherlands",2013-03-12,3293,16827801.090411
"Netherlands",2013-03-19,3039,16828791.8684932
"Netherlands",2013-03-26,3038,16829782.6465753
"Netherlands",2013-04-02,3067,16830773.4246575
"Netherlands",2013-04-09,2974,16831764.2027397
"Netherlands",2013-04-16,3059,16832754.9808219
"Netherlands",2013-04-23,2859,16833745.7589041
"Netherlands",2013-04-30,2727,16834736.5369863
"Netherlands",2013-05-07,2560,16835727.3150685
"Netherlands",2013-05-14,2652,16836718.0931507
"Netherlands",2013-05-21,2571,16837708.8712329
"Netherlands",2013-05-28,2499,16838699.6493151
"Netherlands",2013-06-04,2601,16839690.4273973
"Netherlands",2013-06-11,2577,16840681.2054795
"Netherlands",2013-06-18,2498,16841671.9835616
"Netherlands",2013-06-25,2539,16842662.7616438
"Netherlands",2013-07-02,2493,16843646.260274
"Netherlands",2013-07-09,2533,16844586.0821918
"Netherlands",2013-07-16,2461,16845525.9041096
"Netherlands",2013-07-23,2488,16846465.7260274
"Netherlands",2013-07-30,2724,16847405.5479452
"Netherlands",2013-08-06,2486,16848345.369863
"Netherlands",2013-08-13,2389,16849285.1917808
"Netherlands",2013-08-20,2442,16850225.0136986
"Netherlands",2013-08-27,2402,16851164.8356164
"Netherlands",2013-09-03,2436,16852104.6575342
"Netherlands",2013-09-10,2477,16853044.4794521
"Netherlands",2013-09-17,2311,16853984.3013699
"Netherlands",2013-09-24,2498,16854924.1232877
"Netherlands",2013-10-01,2369,16855863.9452055
"Netherlands",2013-10-08,2576,16856803.7671233
"Netherlands",2013-10-15,2604,16857743.5890411
"Netherlands",2013-10-22,2543,16858683.4109589
"Netherlands",2013-10-29,2679,16859623.2328767
"Netherlands",2013-11-05,2469,16860563.0547945
"Netherlands",2013-11-12,2503,16861502.8767123
"Netherlands",2013-11-19,2571,16862442.6986301
"Netherlands",2013-11-26,2565,16863382.5205479
"Netherlands",2013-12-03,2743,16864322.3424658
"Netherlands",2013-12-10,2598,16865262.1643836
"Netherlands",2013-12-17,2590,16866201.9863014
"Netherlands",2013-12-24,2787,16867141.8082192
"Netherlands",2014-01-15,2819,16870095.5342466
"Netherlands",2014-01-22,2740,16871035.3561644
"Netherlands",2014-01-29,2710,16871975.1780822
"Netherlands",2014-02-05,2708,16872915
"Netherlands",2014-02-12,2855,16873854.8219178
"Netherlands",2014-02-19,2796,16874794.6438356
"Netherlands",2014-02-26,2753,16875734.4657534
"Netherlands",2014-03-05,2713,16876674.2876712
"Netherlands",2014-03-12,2763,16877614.109589
"Netherlands",2014-03-19,2770,16878553.9315068
"Netherlands",2014-03-26,2662,16879493.7534247
"Netherlands",2014-04-02,2690,16880433.5753425
"Netherlands",2014-04-09,2707,16881373.3972603
"Netherlands",2014-04-16,2592,16882313.2191781
"Netherlands",2014-04-23,2609,16883253.0410959
"Netherlands",2014-04-30,2610,16884192.8630137
"Netherlands",2014-05-07,2528,16885132.6849315
"Netherlands",2014-05-14,2618,16886072.5068493
"Netherlands",2014-05-21,2620,16887012.3287671
"Netherlands",2014-05-28,2559,16887952.1506849
"Netherlands",2014-06-04,2511,16888891.9726027
"Netherlands",2014-06-11,2499,16889831.7945205
"Netherlands",2014-06-18,2428,16890771.6164384
"Netherlands",2014-06-25,2442,16891711.4383562
"Netherlands",2014-07-02,2483,16892642.9589041
"Netherlands",2014-07-09,2653,16893524.6712329
"Netherlands",2014-07-16,2569,16894406.3835616
"Netherlands",2014-07-23,2809,16895288.0958904
"Netherlands",2014-07-30,2659,16896169.8082192
"Netherlands",2014-08-06,2501,16897051.5205479
"Netherlands",2014-08-13,2540,16897933.2328767
"Netherlands",2014-08-20,2423,16898814.9452055
"Netherlands",2014-08-27,2478,16899696.6575342
"Netherlands",2014-09-03,2678,16900578.369863
"Netherlands",2014-09-10,2630,16901460.0821918
"Netherlands",2014-09-17,2529,16902341.7945205
"Netherlands",2014-09-24,2594,16903223.5068493
"Netherlands",2014-10-01,2483,16904105.2191781
"Netherlands",2014-10-08,2639,16904986.9315068
"Netherlands",2014-10-15,2615,16905868.6438356
"Netherlands",2014-10-22,2646,16906750.3561644
"Netherlands",2014-10-29,2562,16907632.0684932
"Netherlands",2014-11-05,2647,16908513.7808219
"Netherlands",2014-11-12,2650,16909395.4931507
"Netherlands",2014-11-19,2779,16910277.2054795
"Netherlands",2014-11-26,2777,16911158.9178082
"Netherlands",2014-12-03,2782,16912040.630137
"Netherlands",2014-12-10,2868,16912922.3424658
"Netherlands",2014-12-17,3097,16913804.0547945
"Netherlands",2014-12-24,3129,16914685.7671233
"Netherlands",2015-01-15,3429,16917456.8630137
"Netherlands",2015-01-22,3377,16918338.5753425
"Netherlands",2015-01-29,3353,16919220.2876712
"Netherlands",2015-02-05,3322,16920102
"Netherlands",2015-02-12,3272,16920983.7123288
"Netherlands",2015-02-19,3311,16921865.4246575
"Netherlands",2015-02-26,3381,16922747.1369863
"Netherlands",2015-03-05,3207,16923628.8493151
"Netherlands",2015-03-12,3222,16924510.5616438
"Netherlands",2015-03-19,3086,16925392.2739726
"Netherlands",2015-03-26,3052,16926273.9863014
"Netherlands",2015-04-02,3084,16927155.6986301
"Netherlands",2015-04-09,2839,16928037.4109589
"Netherlands",2015-04-16,2888,16928919.1232877
"Netherlands",2015-04-23,2893,16929800.8356164
"Netherlands",2015-04-30,2829,16930682.5479452
"Netherlands",2015-05-07,2674,16931564.260274
"Netherlands",2015-05-14,2741,16932445.9726027
"Netherlands",2015-05-21,2721,16933327.6849315
"Netherlands",2015-05-28,2566,16934209.3972603
"Netherlands",2015-06-04,2660,16935091.109589
"Netherlands",2015-06-11,2595,16935972.8219178
"Netherlands",2015-06-18,2680,16936854.5342466
"Netherlands",2015-06-25,2559,16937736.2465753
"Netherlands",2015-07-02,2547,16938608.920765
"Netherlands",2015-07-09,2848,16939427.3661202
"Netherlands",2015-07-16,2587,16940245.8114754
"Netherlands",2015-07-23,2567,16941064.2568306
"Netherlands",2015-07-30,2548,16941882.7021858
"Netherlands",2015-08-06,2490,16942701.147541
"Netherlands",2015-08-13,2544,16943519.5928962
"Netherlands",2015-08-20,2529,16944338.0382514
"Netherlands",2015-08-27,2519,16945156.4836066
"Netherlands",2015-09-03,2527,16945974.9289618
"Netherlands",2015-09-10,2510,16946793.3743169
"Netherlands",2015-09-17,2599,16947611.8196721
"Netherlands",2015-09-24,2633,16948430.2650273
"Netherlands",2015-10-01,2683,16949248.7103825
"Netherlands",2015-10-08,2742,16950067.1557377
"Netherlands",2015-10-15,2690,16950885.6010929
"Netherlands",2015-10-22,2712,16951704.0464481
"Netherlands",2015-10-29,2832,16952522.4918033
"Netherlands",2015-11-05,2824,16953340.9371585
"Netherlands",2015-11-12,2692,16954159.3825137
"Netherlands",2015-11-19,2599,16954977.8278689
"Netherlands",2015-11-26,2806,16955796.273224
"Netherlands",2015-12-03,2721,16956614.7185792
"Netherlands",2015-12-10,2759,16957433.1639344
"Netherlands",2015-12-17,2844,16958251.6092896
"Netherlands",2015-12-24,2881,16959070.0546448
"Netherlands",2016-01-15,3075,16961642.3114754
"Netherlands",2016-01-22,3062,16962460.7568306
"Netherlands",2016-01-29,3201,16963279.2021858
"Netherlands",2016-02-05,3103,16964097.647541
"Netherlands",2016-02-12,3036,16964916.0928962
"Netherlands",2016-02-19,3027,16965734.5382514
"Netherlands",2016-02-26,3319,16966552.9836066
"Netherlands",2016-03-04,3185,16967371.4289618
"Netherlands",2016-03-11,3151,16968189.8743169
"Netherlands",2016-03-18,3062,16969008.3196721
"Netherlands",2016-03-25,3028,16969826.7650273
"Netherlands",2016-04-01,3037,16970645.2103825
"Netherlands",2016-04-08,3010,16971463.6557377
"Netherlands",2016-04-15,2767,16972282.1010929
"Netherlands",2016-04-22,2751,16973100.5464481
"Netherlands",2016-04-29,2742,16973918.9918033
"Netherlands",2016-05-06,2754,16974737.4371585
"Netherlands",2016-05-13,2952,16975555.8825137
"Netherlands",2016-05-20,2671,16976374.3278689
"Netherlands",2016-05-27,2713,16977192.773224
"Netherlands",2016-06-03,2682,16978011.2185792
"Netherlands",2016-06-10,2587,16978829.6639344
"Netherlands",2016-06-17,2620,16979648.1092896
"Netherlands",2016-06-24,2597,16980466.5546448
"Netherlands",2016-07-01,2609,16981285
"Netherlands",2016-07-08,2693,16982053.2356164
"Netherlands",2016-07-15,2627,16982821.4712329
"Netherlands",2016-07-22,2753,16983589.7068493
"Netherlands",2016-07-29,2542,16984357.9424658
"Netherlands",2016-08-05,2500,16985126.1780822
"Netherlands",2016-08-12,2558,16985894.4136986
"Netherlands",2016-08-19,2568,16986662.6493151
"Netherlands",2016-08-26,2701,16987430.8849315
"Netherlands",2016-09-02,2591,16988199.1205479
"Netherlands",2016-09-09,2584,16988967.3561644
"Netherlands",2016-09-16,2725,16989735.5917808
"Netherlands",2016-09-23,2500,16990503.8273973
"Netherlands",2016-09-30,2665,16991272.0630137
"Netherlands",2016-10-07,2683,16992040.2986301
"Netherlands",2016-10-14,2934,16992808.5342466
"Netherlands",2016-10-21,2744,16993576.769863
"Netherlands",2016-10-28,2948,16994345.0054795
"Netherlands",2016-11-04,2731,16995113.2410959
"Netherlands",2016-11-11,2912,16995881.4767123
"Netherlands",2016-11-18,2902,16996649.7123288
"Netherlands",2016-11-25,2908,16997417.9479452
"Netherlands",2016-12-02,2949,16998186.1835616
"Netherlands",2016-12-09,3042,16998954.4191781
"Netherlands",2016-12-16,3129,16999722.6547945
"Netherlands",2016-12-23,3072,17000490.890411
"Netherlands",2017-01-15,3637,17003015.0931507
"Netherlands",2017-01-22,3487,17003783.3287671
"Netherlands",2017-01-29,3626,17004551.5643836
"Netherlands",2017-02-05,3574,17005319.8
"Netherlands",2017-02-12,3446,17006088.0356164
"Netherlands",2017-02-19,3417,17006856.2712329
"Netherlands",2017-02-26,3328,17007624.5068493
"Netherlands",2017-03-05,3152,17008392.7424658
"Netherlands",2017-03-12,3054,17009160.9780822
"Netherlands",2017-03-19,2843,17009929.2136986
"Netherlands",2017-03-26,2778,17010697.4493151
"Netherlands",2017-04-02,2850,17011465.6849315
"Netherlands",2017-04-09,2764,17012233.9205479
"Netherlands",2017-04-16,2810,17013002.1561644
"Netherlands",2017-04-23,2713,17013770.3917808
"Netherlands",2017-04-30,2778,17014538.6273973
"Netherlands",2017-05-07,2769,17015306.8630137
"Netherlands",2017-05-14,2802,17016075.0986301
"Netherlands",2017-05-21,2801,17016843.3342466
"Netherlands",2017-05-28,2772,17017611.569863
"Netherlands",2017-06-04,2701,17018379.8054795
"Netherlands",2017-06-11,2624,17019148.0410959
"Netherlands",2017-06-18,2643,17019916.2767123
"Netherlands",2017-06-25,2627,17020684.5123288
"Netherlands",2017-07-02,2691,17021447.7041096
"Netherlands",2017-07-09,2697,17022180.6328767
"Netherlands",2017-07-16,2520,17022913.5616438
"Netherlands",2017-07-23,2674,17023646.490411
"Netherlands",2017-07-30,2571,17024379.4191781
"Netherlands",2017-08-06,2510,17025112.3479452
"Netherlands",2017-08-13,2657,17025845.2767123
"Netherlands",2017-08-20,2540,17026578.2054795
"Netherlands",2017-08-27,2545,17027311.1342466
"Netherlands",2017-09-03,2576,17028044.0630137
"Netherlands",2017-09-10,2570,17028776.9917808
"Netherlands",2017-09-17,2707,17029509.9205479
"Netherlands",2017-09-24,2715,17030242.8493151
"Netherlands",2017-10-01,2669,17030975.7780822
"Netherlands",2017-10-08,2641,17031708.7068493
"Netherlands",2017-10-15,2763,17032441.6356164
"Netherlands",2017-10-22,2706,17033174.5643836
"Netherlands",2017-10-29,2676,17033907.4931507
"Netherlands",2017-11-05,2726,17034640.4219178
"Netherlands",2017-11-12,2797,17035373.3506849
"Netherlands",2017-11-19,2916,17036106.2794521
"Netherlands",2017-11-26,2917,17036839.2082192
"Netherlands",2017-12-03,2886,17037572.1369863
"Netherlands",2017-12-10,3027,17038305.0657534
"Netherlands",2017-12-17,3218,17039037.9945205
"Netherlands",2017-12-24,3079,17039770.9232877
"Netherlands",2018-01-15,3359,17042074.4136986
"Netherlands",2018-01-22,3364,17042807.3424658
"Netherlands",2018-01-29,3322,17043540.2712329
"Netherlands",2018-02-05,3403,17044273.2
"Netherlands",2018-02-12,3513,17045006.1287671
"Netherlands",2018-02-19,3660,17045739.0575342
"Netherlands",2018-02-26,3691,17046471.9863014
"Netherlands",2018-03-05,3937,17047204.9150685
"Netherlands",2018-03-12,4092,17047937.8438356
"Netherlands",2018-03-19,3733,17048670.7726027
"Netherlands",2018-03-26,3430,17049403.7013699
"Netherlands",2018-04-02,3225,17050136.630137
"Netherlands",2018-04-09,3040,17050869.5589041
"Netherlands",2018-04-16,2860,17051602.4876712
"Netherlands",2018-04-23,2760,17052335.4164384
"Netherlands",2018-04-30,2663,17053068.3452055
"Netherlands",2018-05-07,2645,17053801.2739726
"Netherlands",2018-05-14,2641,17054534.2027397
"Netherlands",2018-05-21,2606,17055267.1315068
"Netherlands",2018-05-28,2674,17056000.060274
"Netherlands",2018-06-04,2776,17056732.9890411
"Netherlands",2018-06-11,2679,17057465.9178082
"Netherlands",2018-06-18,2557,17058198.8465753
"Netherlands",2018-06-25,2601,17058931.7753425
"Netherlands",2018-07-02,2619,17059662.9123288
"Netherlands",2018-07-09,2726,17060383.2986301
"Netherlands",2018-07-16,2671,17061103.6849315
"Netherlands",2018-07-23,2704,17061824.0712329
"Netherlands",2018-07-30,2767,17062544.4575342
"Netherlands",2018-08-06,2760,17063264.8438356
"Netherlands",2018-08-13,2745,17063985.230137
"Netherlands",2018-08-20,2605,17064705.6164384
"Netherlands",2018-08-27,2612,17065426.0027397
"Netherlands",2018-09-03,2527,17066146.3890411
"Netherlands",2018-09-10,2613,17066866.7753425
"Netherlands",2018-09-17,2539,17067587.1616438
"Netherlands",2018-09-24,2706,17068307.5479452
"Netherlands",2018-10-01,2696,17069027.9342466
"Netherlands",2018-10-08,2806,17069748.3205479
"Netherlands",2018-10-15,2760,17070468.7068493
"Netherlands",2018-10-22,2739,17071189.0931507
"Netherlands",2018-10-29,2671,17071909.4794521
"Netherlands",2018-11-05,2815,17072629.8657534
"Netherlands",2018-11-12,2798,17073350.2520548
"Netherlands",2018-11-19,2761,17074070.6383562
"Netherlands",2018-11-26,2859,17074791.0246575
"Netherlands",2018-12-03,2907,17075511.4109589
"Netherlands",2018-12-10,2968,17076231.7972603
"Netherlands",2018-12-17,3017,17076952.1835616
"Netherlands",2018-12-24,3041,17077672.569863
"Netherlands",2019-01-15,3262,17079936.6410959
"Netherlands",2019-01-22,3150,17080657.0273973
"Netherlands",2019-01-29,3178,17081377.4136986
"Netherlands",2019-02-05,3143,17082097.8
"Netherlands",2019-02-12,3185,17082818.1863014
"Netherlands",2019-02-19,3252,17083538.5726027
"Netherlands",2019-02-26,3222,17084258.9589041
"Netherlands",2019-03-05,3066,17084979.3452055
"Netherlands",2019-03-12,3171,17085699.7315069
"Netherlands",2019-03-19,3227,17086420.1178082
"Netherlands",2019-03-26,3042,17087140.5041096
"Netherlands",2019-04-02,3013,17087860.890411
"Netherlands",2019-04-09,2900,17088581.2767123
"Netherlands",2019-04-16,2900,17089301.6630137
"Netherlands",2019-04-23,3040,17090022.0493151
"Netherlands",2019-04-30,2957,17090742.4356164
"Netherlands",2019-05-07,2806,17091462.8219178
"Netherlands",2019-05-14,2771,17092183.2082192
"Netherlands",2019-05-21,2821,17092903.5945205
"Netherlands",2019-05-28,2873,17093623.9808219
"Netherlands",2019-06-04,2732,17094344.3671233
"Netherlands",2019-06-11,2736,17095064.7534247
"Netherlands",2019-06-18,2650,17095785.139726
"Netherlands",2019-06-25,2694,17096505.5260274
"Netherlands",2019-07-02,2835,17097226.1420765
"Netherlands",2019-07-09,2725,17097948.136612
"Netherlands",2019-07-16,2760,17098670.1311475
"Netherlands",2019-07-23,2584,17099392.1256831
