"country","date","outcome","population"
"United Kingdom",2018-09-24,10522,67232146.6438356
"United Kingdom",2018-10-01,10444,67239597.0027397
"United Kingdom",2018-10-08,10815,67247047.3616438
"United Kingdom",2018-10-15,10986,67254497.7205479
"United Kingdom",2018-10-22,11141,67261948.0794521
"United Kingdom",2018-10-29,10838,67269398.4383562
"United Kingdom",2018-11-05,10878,67276848.7972603
"United Kingdom",2018-11-12,11527,67284299.1561644
"United Kingdom",2018-11-19,11510,67291749.5150685
"United Kingdom",2018-11-26,11281,67299199.8739726
"United Kingdom",2018-12-03,11394,67306650.2328767
"United Kingdom",2018-12-10,11650,67314100.5917808
"United Kingdom",2018-12-17,12051,67321550.9506849
"United Kingdom",2018-12-24,12494,67329001.309589
"United Kingdom",2019-01-08,12377,67344966.3643836
"United Kingdom",2019-01-15,14414,67352416.7232877
"United Kingdom",2019-01-22,13516,67359867.0821918
"United Kingdom",2019-01-29,13216,67367317.4410959
"United Kingdom",2019-02-05,12794,67374767.8
"United Kingdom",2019-02-12,13211,67382218.1589041
"United Kingdom",2019-02-19,13318,67389668.5178082
"United Kingdom",2019-02-26,12824,67397118.8767123
"United Kingdom",2019-03-05,12485,67404569.2356164
"United Kingdom",2019-03-12,12371,67412019.5945206
"United Kingdom",2019-03-19,11936,67419469.9534247
"United Kingdom",2019-03-26,11764,67426920.3123288
"United Kingdom",2019-04-02,11215,67434370.6712329
"United Kingdom",2019-04-09,11428,67441821.030137
"United Kingdom",2019-04-16,11634,67449271.3890411
"United Kingdom",2019-04-23,10152,67456721.7479452
"United Kingdom",2019-04-30,11515,67464172.1068493
"United Kingdom",2019-05-07,12600,67471622.4657534
"United Kingdom",2019-05-14,10380,67479072.8246575
"United Kingdom",2019-05-21,11667,67486523.1835616
"United Kingdom",2019-05-28,11561,67493973.5424657
"United Kingdom",2019-06-04,9548,67501423.9013699
"United Kingdom",2019-06-11,11438,67508874.260274
"United Kingdom",2019-06-18,10748,67516324.6191781
"United Kingdom",2019-06-25,10752,67523774.9780822
"United Kingdom",2019-07-02,10818,67531133.2486339
"United Kingdom",2019-07-09,10270,67537938.989071
"United Kingdom",2019-07-16,10502,67544744.7295082
"United Kingdom",2019-07-23,10295,67551550.4699454
"United Kingdom",2019-07-30,10394,67558356.2103825
"United Kingdom",2019-08-06,10522,67565161.9508197
"United Kingdom",2019-08-13,10399,67571967.6912568
"United Kingdom",2019-08-20,10358,67578773.431694
"United Kingdom",2019-08-27,10208,67585579.1721312
"United Kingdom",2019-09-03,9469,67592384.9125683
"United Kingdom",2019-09-10,10954,67599190.6530055
"United Kingdom",2019-09-17,10846,67605996.3934426
"United Kingdom",2019-09-24,10775,67612802.1338798
"United Kingdom",2019-10-01,10903,67619607.8743169
"United Kingdom",2019-10-08,11116,67626413.6147541
"United Kingdom",2019-10-15,11398,67633219.3551913
"United Kingdom",2019-10-22,11561,67640025.0956284
"United Kingdom",2019-10-29,11410,67646830.8360656
"United Kingdom",2019-11-05,11532,67653636.5765027
"United Kingdom",2019-11-12,12182,67660442.3169399
"United Kingdom",2019-11-19,12147,67667248.0573771
"United Kingdom",2019-11-26,12426,67674053.7978142
"United Kingdom",2019-12-03,12448,67680859.5382514
"United Kingdom",2019-12-10,12259,67687665.2786885
"United Kingdom",2019-12-17,12841,67694471.0191257
"United Kingdom",2019-12-24,13375,67701276.7595628
"United Kingdom",2020-01-03,13390,67710999.2459016
"United Kingdom",2020-01-10,15988,67717804.9863388
"United Kingdom",2020-01-17,14694,67724610.726776
"United Kingdom",2020-01-24,13403,67731416.4672131
"United Kingdom",2020-01-31,13104,67738222.2076503
"United Kingdom",2020-02-07,12509,67745027.9480874
"United Kingdom",2020-02-14,12386,67751833.6885246
"United Kingdom",2020-02-21,12273,67758639.4289618
"United Kingdom",2020-02-28,12308,67765445.1693989
"United Kingdom",2020-03-06,12397,67772250.9098361
"United Kingdom",2020-03-13,12514,67779056.6502732
"United Kingdom",2020-03-20,12089,67785862.3907104
"United Kingdom",2020-03-27,12497,67792668.1311475
"United Kingdom",2020-04-03,18541,67799473.8715847
"United Kingdom",2020-04-10,20904,67806279.6120219
"United Kingdom",2020-04-17,24666,67813085.352459
"United Kingdom",2020-04-24,24271,67819891.0928962
"United Kingdom",2020-05-01,20039,67826696.8333333
"United Kingdom",2020-05-08,14409,67833502.5737705
"United Kingdom",2020-05-15,16372,67840308.3142076
"United Kingdom",2020-05-22,13829,67847114.0546448
"United Kingdom",2020-05-29,11259,67853919.795082
"United Kingdom",2020-06-05,12092,67860725.5355191
"United Kingdom",2020-06-12,11291,67867531.2759563
"United Kingdom",2020-06-19,10688,67874337.0163934
"United Kingdom",2020-06-26,10269,67881142.7568306
"Belgium",2015-04-30,2027,11276600.1178082
"Belgium",2015-05-07,2039,11277879.4109589
"Belgium",2015-05-14,2037,11279158.7041096
"Belgium",2015-05-21,1952,11280437.9972603
"Belgium",2015-05-28,1895,11281717.290411
"Belgium",2015-06-04,1962,11282996.5835616
"Belgium",2015-06-11,1909,11284275.8767123
"Belgium",2015-06-18,1956,11285555.169863
"Belgium",2015-06-25,1874,11286834.4630137
"Belgium",2015-07-02,2059,11288112.6284153
"Belgium",2015-07-09,2136,11289384.0273224
"Belgium",2015-07-16,1817,11290655.4262295
"Belgium",2015-07-23,1755,11291926.8251366
"Belgium",2015-07-30,1716,11293198.2240437
"Belgium",2015-08-06,1907,11294469.6229508
"Belgium",2015-08-13,1883,11295741.0218579
"Belgium",2015-08-20,1763,11297012.420765
"Belgium",2015-08-27,1840,11298283.8196721
"Belgium",2015-09-03,1782,11299555.2185792
"Belgium",2015-09-10,1847,11300826.6174863
"Belgium",2015-09-17,1864,11302098.0163934
"Belgium",2015-09-24,1880,11303369.4153005
"Belgium",2015-10-01,1931,11304640.8142077
"Belgium",2015-10-08,2003,11305912.2131148
"Belgium",2015-10-15,2004,11307183.6120219
"Belgium",2015-10-22,2051,11308455.010929
"Belgium",2015-10-29,2099,11309726.4098361
"Belgium",2015-11-05,1987,11310997.8087432
"Belgium",2015-11-12,1912,11312269.2076503
"Belgium",2015-11-19,2000,11313540.6065574
"Belgium",2015-11-26,1993,11314812.0054645
"Belgium",2015-12-03,1983,11316083.4043716
"Belgium",2015-12-10,2073,11317354.8032787
"Belgium",2015-12-17,2093,11318626.2021858
"Belgium",2015-12-24,2041,11319897.6010929
"Belgium",2016-01-09,2207,11322803.6557377
"Belgium",2016-01-16,2234,11324075.0546448
"Belgium",2016-01-23,2275,11325346.4535519
"Belgium",2016-01-30,2258,11326617.852459
"Belgium",2016-02-06,2187,11327889.2513661
"Belgium",2016-02-13,2146,11329160.6502732
"Belgium",2016-02-20,2111,11330432.0491803
"Belgium",2016-02-27,2198,11331703.4480874
"Belgium",2016-03-05,2313,11332974.8469945
"Belgium",2016-03-12,2287,11334246.2459016
"Belgium",2016-03-19,2229,11335517.6448087
"Belgium",2016-03-26,2356,11336789.0437158
"Belgium",2016-04-02,2247,11338060.442623
"Belgium",2016-04-09,2110,11339331.8415301
"Belgium",2016-04-16,2134,11340603.2404372
"Belgium",2016-04-23,2058,11341874.6393443
"Belgium",2016-04-30,1987,11343146.0382514
"Belgium",2016-05-07,2079,11344417.4371585
"Belgium",2016-05-14,2068,11345688.8360656
"Belgium",2016-05-21,1903,11346960.2349727
"Belgium",2016-05-28,1930,11348231.6338798
"Belgium",2016-06-04,1905,11349503.0327869
"Belgium",2016-06-11,1831,11350774.431694
"Belgium",2016-06-18,1854,11352045.8306011
"Belgium",2016-06-25,1910,11353317.2295082
"Belgium",2016-07-02,1836,11354586.0273973
"Belgium",2016-07-09,1879,11355839.2191781
"Belgium",2016-07-16,1922,11357092.4109589
"Belgium",2016-07-23,1990,11358345.6027397
"Belgium",2016-07-30,1902,11359598.7945205
"Belgium",2016-08-06,1790,11360851.9863014
"Belgium",2016-08-13,1767,11362105.1780822
"Belgium",2016-08-20,1947,11363358.369863
"Belgium",2016-08-27,2022,11364611.5616438
"Belgium",2016-09-03,1913,11365864.7534247
"Belgium",2016-09-10,1847,11367117.9452055
"Belgium",2016-09-17,1901,11368371.1369863
"Belgium",2016-09-24,1771,11369624.3287671
"Belgium",2016-10-01,1861,11370877.5205479
"Belgium",2016-10-08,1889,11372130.7123288
"Belgium",2016-10-15,2020,11373383.9041096
"Belgium",2016-10-22,2063,11374637.0958904
"Belgium",2016-10-29,2015,11375890.2876712
"Belgium",2016-11-05,2065,11377143.4794521
"Belgium",2016-11-12,2105,11378396.6712329
"Belgium",2016-11-19,2154,11379649.8630137
"Belgium",2016-11-26,2109,11380903.0547945
"Belgium",2016-12-03,2169,11382156.2465753
"Belgium",2016-12-10,2233,11383409.4383562
"Belgium",2016-12-17,2212,11384662.630137
"Belgium",2016-12-24,2300,11385915.8219178
"Belgium",2017-01-09,2611,11388780.260274
"Belgium",2017-01-16,2723,11390033.4520548
"Belgium",2017-01-23,2632,11391286.6438356
"Belgium",2017-01-30,2752,11392539.8356164
"Belgium",2017-02-06,2894,11393793.0273973
"Belgium",2017-02-13,2689,11395046.2191781
"Belgium",2017-02-20,2559,11396299.4109589
"Belgium",2017-02-27,2401,11397552.6027397
"Belgium",2017-03-05,1949,11398626.7671233
"Belgium",2017-03-12,2123,11399879.9589041
"Belgium",2017-03-19,2058,11401133.1506849
"Belgium",2017-03-26,2075,11402386.3424658
"Belgium",2017-04-02,2050,11403639.5342466
"Belgium",2017-04-09,1954,11404892.7260274
"Belgium",2017-04-16,1957,11406145.9178082
"Belgium",2017-04-23,1950,11407399.109589
"Belgium",2017-04-30,2044,11408652.3013699
"Belgium",2017-05-07,2080,11409905.4931507
"Belgium",2017-05-14,2032,11411158.6849315
"Belgium",2017-05-21,2084,11412411.8767123
"Belgium",2017-05-28,1985,11413665.0684932
"Belgium",2017-06-04,1961,11414918.260274
"Belgium",2017-06-11,1803,11416171.4520548
"Belgium",2017-06-18,1878,11417424.6438356
"Belgium",2017-06-25,2051,11418677.8356164
"Belgium",2017-07-02,1825,11419923.0356164
"Belgium",2017-07-09,1865,11421120.2849315
"Belgium",2017-07-16,1831,11422317.5342466
"Belgium",2017-07-23,1810,11423514.7835616
"Belgium",2017-07-30,1845,11424712.0328767
"Belgium",2017-08-06,1836,11425909.2821918
"Belgium",2017-08-13,1756,11427106.5315068
"Belgium",2017-08-20,1788,11428303.7808219
"Belgium",2017-08-27,1897,11429501.030137
"Belgium",2017-09-03,1905,11430698.2794521
"Belgium",2017-09-10,1843,11431895.5287671
"Belgium",2017-09-17,1825,11433092.7780822
"Belgium",2017-09-24,1876,11434290.0273973
"Belgium",2017-10-01,1950,11435487.2767123
"Belgium",2017-10-08,1935,11436684.5260274
"Belgium",2017-10-15,2037,11437881.7753425
"Belgium",2017-10-22,1972,11439079.0246575
"Belgium",2017-10-29,1926,11440276.2739726
"Belgium",2017-11-05,1891,11441473.5232877
"Belgium",2017-11-12,1934,11442670.7726027
"Belgium",2017-11-19,2070,11443868.0219178
"Belgium",2017-11-26,2107,11445065.2712329
"Belgium",2017-12-03,2094,11446262.5205479
"Belgium",2017-12-10,2251,11447459.769863
"Belgium",2017-12-17,2301,11448657.0191781
"Belgium",2017-12-24,2292,11449854.2684932
"Belgium",2018-01-09,2348,11452590.8383562
"Belgium",2018-01-16,2300,11453788.0876712
"Belgium",2018-01-23,2328,11454985.3369863
"Belgium",2018-01-30,2289,11456182.5863014
"Belgium",2018-02-06,2309,11457379.8356164
"Belgium",2018-02-13,2414,11458577.0849315
"Belgium",2018-02-20,2560,11459774.3342466
"Belgium",2018-02-27,2733,11460971.5835616
"Belgium",2018-03-05,2596,11461997.7972603
"Belgium",2018-03-12,2985,11463195.0465753
"Belgium",2018-03-19,2689,11464392.2958904
"Belgium",2018-03-26,2568,11465589.5452055
"Belgium",2018-04-02,2385,11466786.7945205
"Belgium",2018-04-09,2224,11467984.0438356
"Belgium",2018-04-16,2095,11469181.2931507
"Belgium",2018-04-23,2055,11470378.5424658
"Belgium",2018-04-30,1897,11471575.7917808
"Belgium",2018-05-07,1899,11472773.0410959
"Belgium",2018-05-14,1945,11473970.290411
"Belgium",2018-05-21,1846,11475167.539726
"Belgium",2018-05-28,1952,11476364.7890411
"Belgium",2018-06-04,1899,11477562.0383562
"Belgium",2018-06-11,1788,11478759.2876712
"Belgium",2018-06-18,1738,11479956.5369863
"Belgium",2018-06-25,1789,11481153.7863014
"Belgium",2018-07-02,1961,11482336.5643836
"Belgium",2018-07-09,1988,11483432.5150685
"Belgium",2018-07-16,1847,11484528.4657534
"Belgium",2018-07-23,1950,11485624.4164384
"Belgium",2018-07-30,2108,11486720.3671233
"Belgium",2018-08-06,2095,11487816.3178082
"Belgium",2018-08-13,1961,11488912.2684932
"Belgium",2018-08-20,1816,11490008.2191781
"Belgium",2018-08-27,1796,11491104.169863
"Belgium",2018-09-03,1818,11492200.1205479
"Belgium",2018-09-10,1881,11493296.0712329
"Belgium",2018-09-17,1835,11494392.0219178
"Belgium",2018-09-24,1886,11495487.9726027
"Belgium",2018-10-01,1865,11496583.9232877
"Belgium",2018-10-08,1940,11497679.8739726
"Belgium",2018-10-15,2004,11498775.8246575
"Belgium",2018-10-22,1907,11499871.7753425
"Belgium",2018-10-29,1913,11500967.7260274
"Belgium",2018-11-05,1931,11502063.6767123
"Belgium",2018-11-12,2017,11503159.6273973
"Belgium",2018-11-19,2010,11504255.5780822
"Belgium",2018-11-26,2068,11505351.5287671
"Belgium",2018-12-03,2099,11506447.4794521
"Belgium",2018-12-10,2185,11507543.430137
"Belgium",2018-12-17,2229,11508639.3808219
"Belgium",2018-12-24,2222,11509735.3315069
"Belgium",2019-01-09,2324,11512240.3616438
"Belgium",2019-01-16,2343,11513336.3123288
"Belgium",2019-01-23,2304,11514432.2630137
"Belgium",2019-01-30,2420,11515528.2136986
"Belgium",2019-02-06,2465,11516624.1643836
"Belgium",2019-02-13,2508,11517720.1150685
"Belgium",2019-02-20,2423,11518816.0657534
"Belgium",2019-02-27,2407,11519912.0164384
"Belgium",2019-03-05,2061,11520851.4027397
"Belgium",2019-03-12,2350,11521947.3534247
"Belgium",2019-03-19,2263,11523043.3041096
"Belgium",2019-03-26,2136,11524139.2547945
"Belgium",2019-04-02,2072,11525235.2054795
"Belgium",2019-04-09,2112,11526331.1561644
"Belgium",2019-04-16,2020,11527427.1068493
"Belgium",2019-04-23,2063,11528523.0575342
"Belgium",2019-04-30,2043,11529619.0082192
"Belgium",2019-05-07,2010,11530714.9589041
"Belgium",2019-05-14,2009,11531810.909589
"Belgium",2019-05-21,2037,11532906.860274
"Belgium",2019-05-28,1948,11534002.8109589
"Belgium",2019-06-04,1947,11535098.7616438
"Belgium",2019-06-11,1882,11536194.7123288
"Belgium",2019-06-18,1880,11537290.6630137
"Belgium",2019-06-25,1925,11538386.6136986
"Belgium",2019-07-02,1929,11539463.4043716
"Belgium",2019-07-09,1824,11540425.2349727
"Belgium",2019-07-16,1835,11541387.0655738
"Belgium",2019-07-23,1919,11542348.8961749
"Belgium",2019-07-30,2081,11543310.726776
"Belgium",2019-08-06,1818,11544272.557377
"Belgium",2019-08-13,1744,11545234.3879781
"Belgium",2019-08-20,1760,11546196.2185792
"Belgium",2019-08-27,1918,11547158.0491803
"Belgium",2019-09-03,1923,11548119.8797814
"Belgium",2019-09-10,1816,11549081.7103825
"Belgium",2019-09-17,1811,11550043.5409836
"Belgium",2019-09-24,1892,11551005.3715847
"Belgium",2019-10-01,1811,11551967.2021858
"Belgium",2019-10-08,2005,11552929.0327869
"Belgium",2019-10-15,1929,11553890.863388
"Belgium",2019-10-22,2008,11554852.6939891
"Belgium",2019-10-29,2021,11555814.5245902
"Belgium",2019-11-05,1957,11556776.3551913
"Belgium",2019-11-12,1962,11557738.1857923
"Belgium",2019-11-19,2075,11558700.0163934
"Belgium",2019-11-26,2182,11559661.8469945
"Belgium",2019-12-03,2085,11560623.6775956
"Belgium",2019-12-10,2188,11561585.5081967
"Belgium",2019-12-17,2263,11562547.3387978
"Belgium",2019-12-24,2258,11563509.1693989
"Belgium",2020-01-12,2368,11566119.852459
"Belgium",2020-01-19,2277,11567081.6830601
"Belgium",2020-01-26,2206,11568043.5136612
"Belgium",2020-02-02,2308,11569005.3442623
"Belgium",2020-02-09,2200,11569967.1748634
"Belgium",2020-02-16,2264,11570929.0054645
"Belgium",2020-02-23,2304,11571890.8360656
"Belgium",2020-03-01,2245,11572852.6666667
"Belgium",2020-03-08,2194,11573814.4972678
"Belgium",2020-03-15,2232,11574776.3278689
"Belgium",2020-03-22,2550,11575738.1584699
"Belgium",2020-03-29,3203,11576699.989071
"Belgium",2020-04-05,4024,11577661.8196721
"Belgium",2020-04-12,4279,11578623.6502732
"Belgium",2020-04-19,3706,11579585.4808743
"Belgium",2020-04-26,3028,11580547.3114754
"Belgium",2020-05-03,2375,11581509.1420765
"Belgium",2020-05-10,2383,11582470.9726776
"Belgium",2020-05-17,2043,11583432.8032787
"Belgium",2020-05-24,2067,11584394.6338798
"Belgium",2020-05-31,1968,11585356.4644809
"Belgium",2020-06-07,1795,11586318.295082
"Portugal",2010-01-07,2380,10596055
"Portugal",2010-01-14,2500,10596055
"Portugal",2010-01-21,2378,10596055
"Portugal",2010-01-28,2234,10596055
"Portugal",2010-02-04,2296,10596055
"Portugal",2010-02-11,2249,10596055
"Portugal",2010-02-18,2346,10596055
"Portugal",2010-02-25,2560,10596055
"Portugal",2010-03-04,2366,10596055
"Portugal",2010-03-11,2249,10596055
"Portugal",2010-03-18,2201,10596055
"Portugal",2010-03-25,2236,10596055
"Portugal",2010-04-01,2017,10596055
"Portugal",2010-04-08,2080,10596055
"Portugal",2010-04-15,2116,10596055
"Portugal",2010-04-22,1982,10596055
"Portugal",2010-04-29,1976,10596055
"Portugal",2010-05-06,1842,10596055
"Portugal",2010-05-13,1767,10596055
"Portugal",2010-05-20,1996,10596055
"Portugal",2010-05-27,2019,10596055
"Portugal",2010-06-03,1876,10596055
"Portugal",2010-06-10,1743,10596055
"Portugal",2010-06-17,1640,10596055
"Portugal",2010-06-24,1795,10596055
"Portugal",2010-07-01,1910,10596055
"Portugal",2010-07-08,2116,10595543.5780822
"Portugal",2010-07-15,1871,10595032.1561644
"Portugal",2010-07-22,1769,10594520.7342466
"Portugal",2010-07-29,2026,10594009.3123288
"Portugal",2010-08-05,1954,10593497.890411
"Portugal",2010-08-12,2123,10592986.4684932
"Portugal",2010-08-19,1851,10592475.0465753
"Portugal",2010-08-26,1762,10591963.6246575
"Portugal",2010-09-02,1879,10591452.2027397
"Portugal",2010-09-09,1732,10590940.7808219
"Portugal",2010-09-16,1841,10590429.3589041
"Portugal",2010-09-23,1688,10589917.9369863
"Portugal",2010-09-30,1705,10589406.5150685
"Portugal",2010-10-07,1828,10588895.0931507
"Portugal",2010-10-14,1769,10588383.6712329
"Portugal",2010-10-21,1899,10587872.2493151
"Portugal",2010-10-28,1877,10587360.8273973
"Portugal",2010-11-04,2022,10586849.4054795
"Portugal",2010-11-11,2006,10586337.9835616
"Portugal",2010-11-18,1991,10585826.5616438
"Portugal",2010-11-25,2031,10585315.139726
"Portugal",2010-12-02,2193,10584803.7178082
"Portugal",2010-12-09,2453,10584292.2958904
"Portugal",2010-12-16,2151,10583780.8739726
"Portugal",2010-12-23,2208,10583269.4520548
"Portugal",2011-01-07,2501,10582173.5479452
"Portugal",2011-01-14,2310,10581662.1260274
"Portugal",2011-01-21,2294,10581150.7041096
"Portugal",2011-01-28,2437,10580639.2821918
"Portugal",2011-02-04,2542,10580127.860274
"Portugal",2011-02-11,2567,10579616.4383562
"Portugal",2011-02-18,2311,10579105.0164384
"Portugal",2011-02-25,2329,10578593.5945205
"Portugal",2011-03-04,2144,10578082.1726027
"Portugal",2011-03-11,2175,10577570.7506849
"Portugal",2011-03-18,2112,10577059.3287671
"Portugal",2011-03-25,2178,10576547.9068493
"Portugal",2011-04-01,1933,10576036.4849315
"Portugal",2011-04-08,2069,10575525.0630137
"Portugal",2011-04-15,1973,10575013.6410959
"Portugal",2011-04-22,1834,10574502.2191781
"Portugal",2011-04-29,1886,10573990.7972603
"Portugal",2011-05-06,1835,10573479.3753425
"Portugal",2011-05-13,1853,10572967.9534247
"Portugal",2011-05-20,1850,10572456.5315068
"Portugal",2011-05-27,1823,10571945.109589
"Portugal",2011-06-03,1707,10571433.6876712
"Portugal",2011-06-10,1682,10570922.2657534
"Portugal",2011-06-17,1780,10570410.8438356
"Portugal",2011-06-24,1724,10569899.4219178
"Portugal",2011-07-01,1872,10569388
"Portugal",2011-07-08,1654,10568564.0655738
"Portugal",2011-07-15,1667,10567740.1311475
"Portugal",2011-07-22,1735,10566916.1967213
"Portugal",2011-07-29,1819,10566092.2622951
"Portugal",2011-08-05,1785,10565268.3278689
"Portugal",2011-08-12,1867,10564444.3934426
"Portugal",2011-08-19,1817,10563620.4590164
"Portugal",2011-08-26,1794,10562796.5245902
"Portugal",2011-09-02,1661,10561972.5901639
"Portugal",2011-09-09,1780,10561148.6557377
"Portugal",2011-09-16,1850,10560324.7213115
"Portugal",2011-09-23,1648,10559500.7868852
"Portugal",2011-09-30,1720,10558676.852459
"Portugal",2011-10-07,1880,10557852.9180328
"Portugal",2011-10-14,1816,10557028.9836066
"Portugal",2011-10-21,1766,10556205.0491803
"Portugal",2011-10-28,1740,10555381.1147541
"Portugal",2011-11-04,1949,10554557.1803279
"Portugal",2011-11-11,2045,10553733.2459016
"Portugal",2011-11-18,2079,10552909.3114754
"Portugal",2011-11-25,2082,10552085.3770492
"Portugal",2011-12-02,2001,10551261.442623
"Portugal",2011-12-09,2194,10550437.5081967
"Portugal",2011-12-16,2183,10549613.5737705
"Portugal",2011-12-23,2271,10548789.6393443
"Portugal",2012-01-07,2521,10547024.0655738
"Portugal",2012-01-14,2519,10546200.1311475
"Portugal",2012-01-21,2521,10545376.1967213
"Portugal",2012-01-28,2342,10544552.2622951
"Portugal",2012-02-04,2596,10543728.3278689
"Portugal",2012-02-11,2801,10542904.3934426
"Portugal",2012-02-18,3011,10542080.4590164
"Portugal",2012-02-25,3178,10541256.5245902
"Portugal",2012-03-03,2985,10540432.5901639
"Portugal",2012-03-10,2744,10539608.6557377
"Portugal",2012-03-17,2513,10538784.7213115
"Portugal",2012-03-24,2254,10537960.7868852
"Portugal",2012-03-31,2218,10537136.852459
"Portugal",2012-04-07,2051,10536312.9180328
"Portugal",2012-04-14,2044,10535488.9836066
"Portugal",2012-04-21,1970,10534665.0491803
"Portugal",2012-04-28,1935,10533841.1147541
"Portugal",2012-05-05,1947,10533017.1803279
"Portugal",2012-05-12,2044,10532193.2459016
"Portugal",2012-05-19,1942,10531369.3114754
"Portugal",2012-05-26,1817,10530545.3770492
"Portugal",2012-06-02,1850,10529721.442623
"Portugal",2012-06-09,1702,10528897.5081967
"Portugal",2012-06-16,1697,10528073.5737705
"Portugal",2012-06-23,1769,10527249.6393443
"Portugal",2012-06-30,1846,10526425.704918
"Portugal",2012-07-07,1767,10525432.1150685
"Portugal",2012-07-14,1664,10524410.2493151
"Portugal",2012-07-21,1852,10523388.3835616
"Portugal",2012-07-28,1767,10522366.5178082
"Portugal",2012-08-04,1737,10521344.6520548
"Portugal",2012-08-11,1756,10520322.7863014
"Portugal",2012-08-18,1803,10519300.9205479
"Portugal",2012-08-25,1790,10518279.0547945
"Portugal",2012-09-01,1639,10517257.1890411
"Portugal",2012-09-08,1829,10516235.3232877
"Portugal",2012-09-15,1735,10515213.4575342
"Portugal",2012-09-22,1776,10514191.5917808
"Portugal",2012-09-29,1574,10513169.7260274
"Portugal",2012-10-06,1729,10512147.860274
"Portugal",2012-10-13,1749,10511125.9945205
"Portugal",2012-10-20,1855,10510104.1287671
"Portugal",2012-10-27,2009,10509082.2630137
"Portugal",2012-11-03,1788,10508060.3972603
"Portugal",2012-11-10,1876,10507038.5315068
"Portugal",2012-11-17,2120,10506016.6657534
"Portugal",2012-11-24,1941,10504994.8
"Portugal",2012-12-01,2039,10503972.9342466
"Portugal",2012-12-08,2174,10502951.0684932
"Portugal",2012-12-15,2271,10501929.2027397
"Portugal",2012-12-22,2147,10500907.3369863
"Portugal",2013-01-07,2345,10498571.6438356
"Portugal",2013-01-14,2333,10497549.7780822
"Portugal",2013-01-21,2430,10496527.9123288
"Portugal",2013-01-28,2367,10495506.0465753
"Portugal",2013-02-04,2338,10494484.1808219
"Portugal",2013-02-11,2402,10493462.3150685
"Portugal",2013-02-18,2423,10492440.4493151
"Portugal",2013-02-25,2365,10491418.5835616
"Portugal",2013-03-04,2398,10490396.7178082
"Portugal",2013-03-11,2400,10489374.8520548
"Portugal",2013-03-18,2163,10488352.9863014
"Portugal",2013-03-25,2206,10487331.1205479
"Portugal",2013-04-01,2180,10486309.2547945
"Portugal",2013-04-08,1977,10485287.3890411
"Portugal",2013-04-15,2014,10484265.5232877
"Portugal",2013-04-22,1977,10483243.6575342
"Portugal",2013-04-29,1943,10482221.7917808
"Portugal",2013-05-06,1946,10481199.9260274
"Portugal",2013-05-13,1865,10480178.060274
"Portugal",2013-05-20,1830,10479156.1945205
"Portugal",2013-05-27,1926,10478134.3287671
"Portugal",2013-06-03,1930,10477112.4630137
"Portugal",2013-06-10,1936,10476090.5972603
"Portugal",2013-06-17,1874,10475068.7315068
"Portugal",2013-06-24,1798,10474046.8657534
"Portugal",2013-07-01,2084,10473025
"Portugal",2013-07-08,2523,10471974.0219178
"Portugal",2013-07-15,2370,10470923.0438356
"Portugal",2013-07-22,1826,10469872.0657534
"Portugal",2013-07-29,1654,10468821.0876712
"Portugal",2013-08-05,1747,10467770.109589
"Portugal",2013-08-12,1816,10466719.1315068
"Portugal",2013-08-19,1830,10465668.1534247
"Portugal",2013-08-26,1847,10464617.1753425
"Portugal",2013-09-02,1830,10463566.1972603
"Portugal",2013-09-09,1711,10462515.2191781
"Portugal",2013-09-16,1769,10461464.2410959
"Portugal",2013-09-23,1782,10460413.2630137
"Portugal",2013-09-30,1714,10459362.2849315
"Portugal",2013-10-07,1767,10458311.3068493
"Portugal",2013-10-14,1821,10457260.3287671
"Portugal",2013-10-21,1802,10456209.3506849
"Portugal",2013-10-28,1823,10455158.3726027
"Portugal",2013-11-04,1788,10454107.3945205
"Portugal",2013-11-11,1825,10453056.4164384
"Portugal",2013-11-18,1951,10452005.4383562
"Portugal",2013-11-25,2073,10450954.460274
"Portugal",2013-12-02,2244,10449903.4821918
"Portugal",2013-12-09,2384,10448852.5041096
"Portugal",2013-12-16,2371,10447801.5260274
"Portugal",2013-12-23,2333,10446750.5479452
"Portugal",2014-01-07,2580,10444498.4520548
"Portugal",2014-01-14,2420,10443447.4739726
"Portugal",2014-01-21,2287,10442396.4958904
"Portugal",2014-01-28,2379,10441345.5178082
"Portugal",2014-02-04,2376,10440294.539726
"Portugal",2014-02-11,2408,10439243.5616438
"Portugal",2014-02-18,2383,10438192.5835616
"Portugal",2014-02-25,2346,10437141.6054795
"Portugal",2014-03-04,2282,10436090.6273973
"Portugal",2014-03-11,2201,10435039.6493151
"Portugal",2014-03-18,2153,10433988.6712329
"Portugal",2014-03-25,2049,10432937.6931507
"Portugal",2014-04-01,2034,10431886.7150685
"Portugal",2014-04-08,2161,10430835.7369863
"Portugal",2014-04-15,2049,10429784.7589041
"Portugal",2014-04-22,1991,10428733.7808219
"Portugal",2014-04-29,1933,10427682.8027397
"Portugal",2014-05-06,1964,10426631.8246575
"Portugal",2014-05-13,1788,10425580.8465753
"Portugal",2014-05-20,1806,10424529.8684932
"Portugal",2014-05-27,1683,10423478.890411
"Portugal",2014-06-03,1878,10422427.9123288
"Portugal",2014-06-10,1812,10421376.9342466
"Portugal",2014-06-17,1910,10420325.9561644
"Portugal",2014-06-24,1790,10419274.9780822
"Portugal",2014-07-01,1709,10418224
