"date","country","outcome","population"
2015-01-06,"Australia DCD",2471,23826920
2015-01-13,"Australia DCD",2327,23826920
2015-01-20,"Australia DCD",2374,23826920
2015-01-27,"Australia DCD",2278,23826920
2015-02-03,"Australia DCD",2351,23826920
2015-02-10,"Australia DCD",2460,23826920
2015-02-17,"Australia DCD",2276,23826920
2015-02-24,"Australia DCD",2481,23826920
2015-03-03,"Australia DCD",2356,23826920
2015-03-10,"Australia DCD",2509,23826920
2015-03-17,"Australia DCD",2321,23826920
2015-03-24,"Australia DCD",2491,23826920
2015-03-31,"Australia DCD",2428,23826920
2015-04-07,"Australia DCD",2386,23826920
2015-04-14,"Australia DCD",2543,23826920
2015-04-21,"Australia DCD",2532,23826920
2015-04-28,"Australia DCD",2652,23826920
2015-05-05,"Australia DCD",2584,23826920
2015-05-12,"Australia DCD",2717,23826920
2015-05-19,"Australia DCD",2786,23826920
2015-05-26,"Australia DCD",2658,23826920
2015-06-02,"Australia DCD",2596,23826920
2015-06-09,"Australia DCD",2840,23826920
2015-06-16,"Australia DCD",2698,23826920
2015-06-23,"Australia DCD",2759,23826920
2015-06-30,"Australia DCD",2783,23826920
2015-07-07,"Australia DCD",2896,23834149
2015-07-14,"Australia DCD",2914,23841378
2015-07-21,"Australia DCD",2974,23848607
2015-07-28,"Australia DCD",2938,23855837
2015-08-04,"Australia DCD",2971,23863066
2015-08-11,"Australia DCD",3103,23870295
2015-08-18,"Australia DCD",3035,23877524
2015-08-25,"Australia DCD",3088,23884753
2015-09-01,"Australia DCD",3008,23891982
2015-09-08,"Australia DCD",3018,23899211
2015-09-15,"Australia DCD",2996,23906441
2015-09-22,"Australia DCD",2829,23913670
2015-09-29,"Australia DCD",2763,23920899
2015-10-06,"Australia DCD",2736,23928128
2015-10-13,"Australia DCD",2660,23935357
2015-10-20,"Australia DCD",2598,23942586
2015-10-27,"Australia DCD",2529,23949815
2015-11-03,"Australia DCD",2505,23957045
2015-11-10,"Australia DCD",2488,23964274
2015-11-17,"Australia DCD",2480,23971503
2015-11-24,"Australia DCD",2435,23978732
2015-12-01,"Australia DCD",2508,23985961
2015-12-08,"Australia DCD",2449,23993190
2015-12-15,"Australia DCD",2553,24000419
2015-12-22,"Australia DCD",2409,24007648
2015-12-29,"Australia DCD",2354,24014878
2015-12-31,"Australia DCD",383,24016943
2016-01-06,"Australia DCD",2384,24023140
2016-01-13,"Australia DCD",2592,24030369
2016-01-20,"Australia DCD",2450,24037598
2016-01-27,"Australia DCD",2394,24044827
2016-02-03,"Australia DCD",2428,24052056
2016-02-10,"Australia DCD",2414,24059285
2016-02-17,"Australia DCD",2378,24066514
2016-02-24,"Australia DCD",2387,24073743
2016-03-02,"Australia DCD",2383,24080973
2016-03-09,"Australia DCD",2414,24088202
2016-03-16,"Australia DCD",2410,24095431
2016-03-23,"Australia DCD",2424,24102660
2016-03-30,"Australia DCD",2547,24109889
2016-04-06,"Australia DCD",2549,24117118
2016-04-13,"Australia DCD",2552,24124347
2016-04-20,"Australia DCD",2532,24131577
2016-04-27,"Australia DCD",2497,24138806
2016-05-04,"Australia DCD",2469,24146035
2016-05-11,"Australia DCD",2572,24153264
2016-05-18,"Australia DCD",2639,24160493
2016-05-25,"Australia DCD",2749,24167722
2016-06-01,"Australia DCD",2791,24174951
2016-06-08,"Australia DCD",2834,24182181
2016-06-15,"Australia DCD",2734,24189410
2016-06-22,"Australia DCD",2774,24196639
2016-06-29,"Australia DCD",2854,24203868
2016-07-06,"Australia DCD",2942,24211419
2016-07-13,"Australia DCD",2834,24218969
2016-07-20,"Australia DCD",3010,24226520
2016-07-27,"Australia DCD",2818,24234070
2016-08-03,"Australia DCD",2904,24241621
2016-08-10,"Australia DCD",2999,24249171
2016-08-17,"Australia DCD",2927,24256722
2016-08-24,"Australia DCD",3062,24264272
2016-08-31,"Australia DCD",3083,24271823
2016-09-07,"Australia DCD",2981,24279373
2016-09-14,"Australia DCD",2930,24286924
2016-09-21,"Australia DCD",2746,24294474
2016-09-28,"Australia DCD",2868,24302025
2016-10-05,"Australia DCD",2789,24309575
2016-10-12,"Australia DCD",2835,24317126
2016-10-19,"Australia DCD",2757,24324676
2016-10-26,"Australia DCD",2707,24332227
2016-11-02,"Australia DCD",2726,24339777
2016-11-09,"Australia DCD",2740,24347328
2016-11-16,"Australia DCD",2695,24354878
2016-11-23,"Australia DCD",2605,24362429
2016-11-30,"Australia DCD",2582,24369979
2016-12-07,"Australia DCD",2431,24377530
2016-12-14,"Australia DCD",2481,24385080
2016-12-21,"Australia DCD",2497,24392631
2016-12-28,"Australia DCD",2582,24400181
2016-12-31,"Australia DCD",709,24403417
2017-01-06,"Australia DCD",2511,24409889
2017-01-13,"Australia DCD",2541,24417440
2017-01-20,"Australia DCD",2423,24424990
2017-01-27,"Australia DCD",2504,24432541
2017-02-03,"Australia DCD",2405,24440091
2017-02-10,"Australia DCD",2530,24447642
2017-02-17,"Australia DCD",2486,24455192
2017-02-24,"Australia DCD",2537,24462743
2017-03-03,"Australia DCD",2544,24470293
2017-03-10,"Australia DCD",2601,24477844
2017-03-17,"Australia DCD",2476,24485394
2017-03-24,"Australia DCD",2560,24492945
2017-03-31,"Australia DCD",2447,24500495
2017-04-07,"Australia DCD",2647,24508046
2017-04-14,"Australia DCD",2580,24515596
2017-04-21,"Australia DCD",2651,24523147
2017-04-28,"Australia DCD",2582,24530697
2017-05-05,"Australia DCD",2600,24538248
2017-05-12,"Australia DCD",2754,24545798
2017-05-19,"Australia DCD",2720,24553349
2017-05-26,"Australia DCD",2774,24560899
2017-06-02,"Australia DCD",2817,24568450
2017-06-09,"Australia DCD",2894,24576000
2017-06-16,"Australia DCD",2830,24583551
2017-06-23,"Australia DCD",2833,24591101
2017-06-30,"Australia DCD",2862,24598652
2017-07-07,"Australia DCD",3041,24606329
2017-07-14,"Australia DCD",3132,24614006
2017-07-21,"Australia DCD",3213,24621683
2017-07-28,"Australia DCD",3242,24629360
2017-08-04,"Australia DCD",3275,24637037
2017-08-11,"Australia DCD",3348,24644713
2017-08-18,"Australia DCD",3239,24652390
2017-08-25,"Australia DCD",3265,24660067
2017-09-01,"Australia DCD",3328,24667744
2017-09-08,"Australia DCD",3260,24675421
2017-09-15,"Australia DCD",3272,24683098
2017-09-22,"Australia DCD",3205,24690775
2017-09-29,"Australia DCD",2929,24698452
2017-10-06,"Australia DCD",2892,24706129
2017-10-13,"Australia DCD",2834,24713806
2017-10-20,"Australia DCD",2726,24721483
2017-10-27,"Australia DCD",2595,24729159
2017-11-03,"Australia DCD",2661,24736836
2017-11-10,"Australia DCD",2488,24744513
2017-11-17,"Australia DCD",2561,24752190
2017-11-24,"Australia DCD",2570,24759867
2017-12-01,"Australia DCD",2504,24767544
2017-12-08,"Australia DCD",2548,24775221
2017-12-15,"Australia DCD",2583,24782898
2017-12-22,"Australia DCD",2554,24790575
2017-12-29,"Australia DCD",2412,24798252
2017-12-31,"Australia DCD",316,24800445
2018-01-06,"Australia DCD",2455,24807025
2018-01-13,"Australia DCD",2433,24814702
2018-01-20,"Australia DCD",2428,24822379
2018-01-27,"Australia DCD",2486,24830056
2018-02-03,"Australia DCD",2547,24837733
2018-02-10,"Australia DCD",2366,24845410
2018-02-17,"Australia DCD",2453,24853087
2018-02-24,"Australia DCD",2486,24860764
2018-03-03,"Australia DCD",2523,24868441
2018-03-10,"Australia DCD",2514,24876117
2018-03-17,"Australia DCD",2538,24883794
2018-03-24,"Australia DCD",2501,24891471
2018-03-31,"Australia DCD",2570,24899148
2018-04-07,"Australia DCD",2424,24906825
2018-04-14,"Australia DCD",2499,24914502
2018-04-21,"Australia DCD",2625,24922179
2018-04-28,"Australia DCD",2477,24929856
2018-05-05,"Australia DCD",2648,24937533
2018-05-12,"Australia DCD",2757,24945210
2018-05-19,"Australia DCD",2765,24952887
2018-05-26,"Australia DCD",2878,24960563
2018-06-02,"Australia DCD",2844,24968240
2018-06-09,"Australia DCD",2917,24975917
2018-06-16,"Australia DCD",2768,24983594
2018-06-23,"Australia DCD",2898,24991271
2018-06-30,"Australia DCD",2912,24998948
2018-07-07,"Australia DCD",2965,25003806
2018-07-14,"Australia DCD",2835,25008663
2018-07-21,"Australia DCD",2927,25013521
2018-07-28,"Australia DCD",3064,25018379
2018-08-04,"Australia DCD",2915,25023236
2018-08-11,"Australia DCD",2826,25028094
2018-08-18,"Australia DCD",2962,25032952
2018-08-25,"Australia DCD",2907,25037809
2018-09-01,"Australia DCD",3043,25042667
2018-09-08,"Australia DCD",2885,25047525
2018-09-15,"Australia DCD",2732,25052382
2018-09-22,"Australia DCD",2744,25057240
2018-09-29,"Australia DCD",2773,25062098
2018-10-06,"Australia DCD",2750,25066955
2018-10-13,"Australia DCD",2740,25071813
2018-10-20,"Australia DCD",2709,25076670
2018-10-27,"Australia DCD",2610,25081528
2018-11-03,"Australia DCD",2648,25086386
2018-11-10,"Australia DCD",2631,25091243
2018-11-17,"Australia DCD",2527,25096101
2018-11-24,"Australia DCD",2624,25100959
2018-12-01,"Australia DCD",2567,25105816
2018-12-08,"Australia DCD",2572,25110674
2018-12-15,"Australia DCD",2590,25115532
2018-12-22,"Australia DCD",2531,25120389
2018-12-29,"Australia DCD",2535,25125247
2018-12-31,"Australia DCD",352,25126635
2019-01-06,"Australia DCD",2597,25130799
2019-01-13,"Australia DCD",2589,25135656
2019-01-20,"Australia DCD",2593,25140514
2019-01-27,"Australia DCD",2543,25145372
2019-02-03,"Australia DCD",2541,25150229
2019-02-10,"Australia DCD",2551,25155087
2019-02-17,"Australia DCD",2632,25159945
2019-02-24,"Australia DCD",2632,25164802
2019-03-03,"Australia DCD",2665,25169660
2019-03-10,"Australia DCD",2516,25174518
2019-03-17,"Australia DCD",2576,25179375
2019-03-24,"Australia DCD",2575,25184233
2019-03-31,"Australia DCD",2636,25189090
2019-04-07,"Australia DCD",2590,25193948
2019-04-14,"Australia DCD",2716,25198806
2019-04-21,"Australia DCD",2632,25203663
2019-04-28,"Australia DCD",2629,25208521
2019-05-05,"Australia DCD",2676,25213379
2019-05-12,"Australia DCD",2801,25218236
2019-05-19,"Australia DCD",2860,25223094
2019-05-26,"Australia DCD",2867,25227952
2019-06-02,"Australia DCD",2934,25232809
2019-06-09,"Australia DCD",3045,25237667
2019-06-16,"Australia DCD",3025,25242525
2019-06-23,"Australia DCD",2952,25247382
2019-06-30,"Australia DCD",3070,25252240
2019-07-07,"Australia DCD",2997,25255205
2019-07-14,"Australia DCD",2993,25258170
2019-07-21,"Australia DCD",3086,25261135
2019-07-28,"Australia DCD",3062,25264099
2019-08-04,"Australia DCD",2925,25267064
2019-08-11,"Australia DCD",3047,25270029
2019-08-18,"Australia DCD",3038,25272994
2019-08-25,"Australia DCD",3102,25275959
2019-09-01,"Australia DCD",2965,25278924
2019-09-08,"Australia DCD",3095,25281889
2019-09-15,"Australia DCD",2915,25284853
2019-09-22,"Australia DCD",2895,25287818
2019-09-29,"Australia DCD",2769,25290783
2019-10-06,"Australia DCD",2828,25293748
2019-10-13,"Australia DCD",2759,25296713
2019-10-20,"Australia DCD",2748,25299678
2019-10-27,"Australia DCD",2694,25302643
2019-11-03,"Australia DCD",2693,25305607
2019-11-10,"Australia DCD",2633,25308572
2019-11-17,"Australia DCD",2648,25311537
2019-11-24,"Australia DCD",2582,25314502
2019-12-01,"Australia DCD",2570,25317467
2019-12-08,"Australia DCD",2592,25320432
2019-12-15,"Australia DCD",2618,25323397
2019-12-22,"Australia DCD",2521,25326361
2019-12-29,"Australia DCD",2456,25329326
2019-12-31,"Australia DCD",333,25330173
2020-01-06,"Australia DCD",2518,25332715
2020-01-13,"Australia DCD",2520,25335679
2020-01-20,"Australia DCD",2509,25338644
2020-01-27,"Australia DCD",2566,25341609
2020-02-03,"Australia DCD",2536,25344574
2020-02-10,"Australia DCD",2573,25347539
2020-02-17,"Australia DCD",2596,25350504
2020-02-24,"Australia DCD",2618,25353469
2020-03-02,"Australia DCD",2617,25356433
2020-03-09,"Australia DCD",2628,25359398
2020-03-16,"Australia DCD",2578,25362363
2020-03-23,"Australia DCD",2693,25365328
2020-03-30,"Australia DCD",2832,25368293
2020-04-06,"Australia DCD",2804,25371258
2020-04-13,"Australia DCD",2742,25374223
2020-04-20,"Australia DCD",2671,25377187
2020-04-27,"Australia DCD",2715,25380152
2020-05-04,"Australia DCD",2678,25383117
2020-05-11,"Australia DCD",2792,25386082
2020-05-18,"Australia DCD",2733,25389047
2020-05-25,"Australia DCD",2766,25392012
2020-06-01,"Australia DCD",2750,25394977
2020-06-08,"Australia DCD",2754,25397941
2020-06-15,"Australia DCD",2708,25400906
2020-06-22,"Australia DCD",2630,25403871
2020-06-29,"Australia DCD",2711,25406836
2020-07-06,"Australia DCD",2769,25406836
2020-07-13,"Australia DCD",2774,25406836
2020-07-20,"Australia DCD",2716,25406836
2020-07-27,"Australia DCD",3025,25406836
2020-08-03,"Australia DCD",2823,25406836
2020-08-10,"Australia DCD",3043,25406836
2020-08-17,"Australia DCD",3010,25406836
2020-08-24,"Australia DCD",2838,25406836
2020-08-31,"Australia DCD",2827,25406836
2020-09-07,"Australia DCD",2904,25406836
2020-09-14,"Australia DCD",2771,25406836
2020-09-21,"Australia DCD",2767,25406836
2020-09-28,"Australia DCD",2741,25406836
2020-10-05,"Australia DCD",2738,25406836
2020-10-12,"Australia DCD",2652,25406836
2020-10-19,"Australia DCD",2586,25406836
2020-10-26,"Australia DCD",2587,25406836
2020-11-02,"Australia DCD",2701,25406836
2020-11-09,"Australia DCD",2624,25406836
2020-11-16,"Australia DCD",2707,25406836
2020-11-23,"Australia DCD",2572,25406836
2020-11-30,"Australia DCD",2558,25406836
2020-12-07,"Australia DCD",2625,25406836
2020-12-14,"Australia DCD",2644,25406836
2020-12-21,"Australia DCD",2599,25406836
2020-12-28,"Australia DCD",2521,25406836
2000-01-06,"Austria",1867,8010392
2000-01-13,"Austria",1902,8010392
2000-01-20,"Austria",2027,8010392
2000-01-27,"Austria",1940,8010392
2000-02-03,"Austria",1928,8010392
2000-02-10,"Austria",1760,8010392
2000-02-17,"Austria",1666,8010392
2000-02-24,"Austria",1628,8010392
2000-03-02,"Austria",1566,8010392
2000-03-09,"Austria",1524,8010392
2000-03-16,"Austria",1528,8010392
2000-03-23,"Austria",1501,8010392
2000-03-30,"Austria",1428,8010392
2000-04-06,"Austria",1475,8010392
2000-04-13,"Austria",1543,8010392
2000-04-20,"Austria",1391,8010392
2000-04-27,"Austria",1392,8010392
2000-05-04,"Austria",1290,8010392
2000-05-11,"Austria",1279,8010392
2000-05-18,"Austria",1320,8010392
2000-05-25,"Austria",1336,8010392
2000-06-01,"Austria",1265,8010392
2000-06-08,"Austria",1383,8010392
2000-06-15,"Austria",1428,8010392
2000-06-22,"Austria",1392,8010392
2000-06-29,"Austria",1317,8010392
2000-07-06,"Austria",1339,8010965
2000-07-13,"Austria",1304,8011538
2000-07-20,"Austria",1329,8012111
2000-07-27,"Austria",1299,8012683
2000-08-03,"Austria",1375,8013256
2000-08-10,"Austria",1326,8013829
2000-08-17,"Austria",1519,8014402
2000-08-24,"Austria",1441,8014975
2000-08-31,"Austria",1279,8015548
2000-09-07,"Austria",1217,8016121
2000-09-14,"Austria",1382,8016693
2000-09-21,"Austria",1303,8017266
2000-09-28,"Austria",1351,8017839
2000-10-05,"Austria",1353,8018412
2000-10-12,"Austria",1422,8018985
2000-10-19,"Austria",1415,8019558
2000-10-26,"Austria",1409,8020130
2000-11-02,"Austria",1466,8020703
2000-11-09,"Austria",1578,8021276
2000-11-16,"Austria",1372,8021849
2000-11-23,"Austria",1441,8022422
2000-11-30,"Austria",1406,8022995
2000-12-07,"Austria",1388,8023568
2000-12-14,"Austria",1471,8024140
2000-12-21,"Austria",1459,8024713
2000-12-28,"Austria",1513,8025286
2001-01-06,"Austria",1580,8026023
2001-01-13,"Austria",1600,8026596
2001-01-20,"Austria",1460,8027168
2001-01-27,"Austria",1566,8027741
2001-02-03,"Austria",1529,8028314
2001-02-10,"Austria",1473,8028887
2001-02-17,"Austria",1432,8029460
2001-02-24,"Austria",1514,8030033
2001-03-03,"Austria",1438,8030606
2001-03-10,"Austria",1488,8031178
2001-03-17,"Austria",1511,8031751
2001-03-24,"Austria",1518,8032324
2001-03-31,"Austria",1360,8032897
2001-04-07,"Austria",1445,8033470
2001-04-14,"Austria",1506,8034043
2001-04-21,"Austria",1441,8034615
2001-04-28,"Austria",1509,8035188
2001-05-05,"Austria",1508,8035761
2001-05-12,"Austria",1402,8036334
2001-05-19,"Austria",1361,8036907
2001-05-26,"Austria",1312,8037480
2001-06-02,"Austria",1354,8038053
2001-06-09,"Austria",1291,8038625
2001-06-16,"Austria",1335,8039198
2001-06-23,"Austria",1351,8039771
2001-06-30,"Austria",1413,8040344
2001-07-07,"Austria",1349,8041090
2001-07-14,"Austria",1365,8041836
2001-07-21,"Austria",1338,8042582
2001-07-28,"Austria",1293,8043328
2001-08-04,"Austria",1472,8044074
2001-08-11,"Austria",1327,8044820
2001-08-18,"Austria",1448,8045566
2001-08-25,"Austria",1409,8046312
2001-09-01,"Austria",1294,8047058
2001-09-08,"Austria",1253,8047804
2001-09-15,"Austria",1306,8048549
2001-09-22,"Austria",1304,8049295
2001-09-29,"Austria",1399,8050041
2001-10-06,"Austria",1406,8050787
2001-10-13,"Austria",1399,8051533
2001-10-20,"Austria",1454,8052279
2001-10-27,"Austria",1362,8053025
2001-11-03,"Austria",1406,8053771
2001-11-10,"Austria",1439,8054517
2001-11-17,"Austria",1513,8055263
2001-11-24,"Austria",1500,8056009
2001-12-01,"Austria",1484,8056755
2001-12-08,"Austria",1495,8057501
2001-12-15,"Austria",1570,8058247
2001-12-22,"Austria",1638,8058993
2001-12-29,"Austria",1617,8059739
2002-01-06,"Austria",1632,8060591
2002-01-13,"Austria",1551,8061337
2002-01-20,"Austria",1523,8062083
2002-01-27,"Austria",1639,8062829
2002-02-03,"Austria",1572,8063575
2002-02-10,"Austria",1543,8064321
2002-02-17,"Austria",1555,8065067
2002-02-24,"Austria",1605,8065813
2002-03-03,"Austria",1465,8066559
2002-03-10,"Austria",1565,8067305
2002-03-17,"Austria",1581,8068051
2002-03-24,"Austria",1482,8068797
2002-03-31,"Austria",1399,8069543
2002-04-07,"Austria",1527,8070289
2002-04-14,"Austria",1531,8071035
2002-04-21,"Austria",1447,8071780
2002-04-28,"Austria",1390,8072526
2002-05-05,"Austria",1433,8073272
2002-05-12,"Austria",1439,8074018
2002-05-19,"Austria",1415,8074764
2002-05-26,"Austria",1379,8075510
2002-06-02,"Austria",1352,8076256
2002-06-09,"Austria",1357,8077002
2002-06-16,"Austria",1418,8077748
2002-06-23,"Austria",1664,8078494
2002-06-30,"Austria",1469,8079240
2002-07-07,"Austria",1395,8080025
2002-07-14,"Austria",1364,8080810
2002-07-21,"Austria",1320,8081595
2002-07-28,"Austria",1346,8082379
2002-08-04,"Austria",1360,8083164
2002-08-11,"Austria",1339,8083949
2002-08-18,"Austria",1346,8084734
2002-08-25,"Austria",1300,8085519
2002-09-01,"Austria",1396,8086304
2002-09-08,"Austria",1311,8087088
2002-09-15,"Austria",1291,8087873
2002-09-22,"Austria",1350,8088658
2002-09-29,"Austria",1396,8089443
2002-10-06,"Austria",1456,8090228
2002-10-13,"Austria",1420,8091013
2002-10-20,"Austria",1409,8091798
2002-10-27,"Austria",1462,8092582
2002-11-03,"Austria",1410,8093367
2002-11-10,"Austria",1512,8094152
2002-11-17,"Austria",1498,8094937
2002-11-24,"Austria",1458,8095722
2002-12-01,"Austria",1442,8096507
2002-12-08,"Austria",1525,8097291
2002-12-15,"Austria",1588,8098076
2002-12-22,"Austria",1614,8098861
2002-12-29,"Austria",1604,8099646
2003-01-06,"Austria",1661,8100543
2003-01-13,"Austria",1611,8101328
2003-01-20,"Austria",1619,8102113
2003-01-27,"Austria",1618,8102897
2003-02-03,"Austria",1625,8103682
2003-02-10,"Austria",1594,8104467
2003-02-17,"Austria",1688,8105252
2003-02-24,"Austria",1843,8106037
2003-03-03,"Austria",1881,8106822
2003-03-10,"Austria",1904,8107606
2003-03-17,"Austria",1766,8108391
2003-03-24,"Austria",1654,8109176
2003-03-31,"Austria",1597,8109961
2003-04-07,"Austria",1524,8110746
2003-04-14,"Austria",1452,8111531
2003-04-21,"Austria",1432,8112316
2003-04-28,"Austria",1415,8113100
2003-05-05,"Austria",1410,8113885
2003-05-12,"Austria",1490,8114670
2003-05-19,"Austria",1345,8115455
2003-05-26,"Austria",1353,8116240
2003-06-02,"Austria",1419,8117025
2003-06-09,"Austria",1410,8117809
2003-06-16,"Austria",1475,8118594
2003-06-23,"Austria",1271,8119379
2003-06-30,"Austria",1382,8120164
2003-07-07,"Austria",1374,8121144
2003-07-14,"Austria",1340,8122125
2003-07-21,"Austria",1422,8123105
2003-07-28,"Austria",1451,8124085
2003-08-04,"Austria",1428,8125066
2003-08-11,"Austria",1464,8126046
2003-08-18,"Austria",1476,8127026
2003-08-25,"Austria",1310,8128006
2003-09-01,"Austria",1303,8128987
2003-09-08,"Austria",1351,8129967
2003-09-15,"Austria",1324,8130947
2003-09-22,"Austria",1353,8131928
2003-09-29,"Austria",1385,8132908
2003-10-06,"Austria",1357,8133888
2003-10-13,"Austria",1387,8134869
2003-10-20,"Austria",1396,8135849
2003-10-27,"Austria",1463,8136829
2003-11-03,"Austria",1508,8137810
2003-11-10,"Austria",1457,8138790
2003-11-17,"Austria",1397,8139770
2003-11-24,"Austria",1429,8140750
2003-12-01,"Austria",1393,8141731
2003-12-08,"Austria",1439,8142711
2003-12-15,"Austria",1348,8143691
2003-12-22,"Austria",1455,8144672
2003-12-29,"Austria",1549,8145652
2004-01-06,"Austria",1718,8146772
2004-01-13,"Austria",1649,8147753
2004-01-20,"Austria",1661,8148733
2004-01-27,"Austria",1658,8149713
2004-02-03,"Austria",1723,8150694
2004-02-10,"Austria",1614,8151674
2004-02-17,"Austria",1581,8152654
2004-02-24,"Austria",1521,8153634
2004-03-02,"Austria",1604,8154615
2004-03-09,"Austria",1526,8155595
2004-03-16,"Austria",1473,8156575
2004-03-23,"Austria",1439,8157556
2004-03-30,"Austria",1480,8158536
2004-04-06,"Austria",1431,8159516
2004-04-13,"Austria",1408,8160497
2004-04-20,"Austria",1404,8161477
2004-04-27,"Austria",1371,8162457
2004-05-04,"Austria",1390,8163438
2004-05-11,"Austria",1272,8164418
2004-05-18,"Austria",1386,8165398
2004-05-25,"Austria",1340,8166378
2004-06-01,"Austria",1328,8167359
2004-06-08,"Austria",1352,8168339
2004-06-15,"Austria",1370,8169319
2004-06-22,"Austria",1317,8170300
2004-06-29,"Austria",1307,8171280
2004-07-06,"Austria",1307,8172349
2004-07-13,"Austria",1308,8173418
2004-07-20,"Austria",1302,8174487
2004-07-27,"Austria",1401,8175557
2004-08-03,"Austria",1317,8176626
2004-08-10,"Austria",1335,8177695
2004-08-17,"Austria",1299,8178764
2004-08-24,"Austria",1289,8179833
2004-08-31,"Austria",1226,8180902
2004-09-07,"Austria",1287,8181971
2004-09-14,"Austria",1292,8183040
2004-09-21,"Austria",1232,8184110
2004-09-28,"Austria",1294,8185179
2004-10-05,"Austria",1352,8186248
2004-10-12,"Austria",1341,8187317
2004-10-19,"Austria",1369,8188386
2004-10-26,"Austria",1475,8189455
2004-11-02,"Austria",1420,8190524
2004-11-09,"Austria",1338,8191593
2004-11-16,"Austria",1436,8192663
2004-11-23,"Austria",1439,8193732
2004-11-30,"Austria",1503,8194801
2004-12-07,"Austria",1500,8195870
2004-12-14,"Austria",1519,8196939
2004-12-21,"Austria",1475,8198008
2004-12-28,"Austria",1532,8199077
2004-12-31,"Austria",1544,8199535
2005-01-06,"Austria",1534,8200452
2005-01-13,"Austria",1564,8201521
2005-01-20,"Austria",1678,8202590
2005-01-27,"Austria",1570,8203659
2005-02-03,"Austria",1681,8204728
2005-02-10,"Austria",1774,8205797
2005-02-17,"Austria",1853,8206867
2005-02-24,"Austria",1813,8207936
2005-03-03,"Austria",1841,8209005
2005-03-10,"Austria",1695,8210074
2005-03-17,"Austria",1614,8211143
2005-03-24,"Austria",1494,8212212
2005-03-31,"Austria",1448,8213281
2005-04-07,"Austria",1477,8214350
2005-04-14,"Austria",1439,8215420
2005-04-21,"Austria",1358,8216489
2005-04-28,"Austria",1373,8217558
2005-05-05,"Austria",1371,8218627
2005-05-12,"Austria",1417,8219696
2005-05-19,"Austria",1361,8220765
2005-05-26,"Austria",1438,8221834
2005-06-02,"Austria",1233,8222903
2005-06-09,"Austria",1279,8223973
2005-06-16,"Austria",1388,8225042
2005-06-23,"Austria",1361,8226111
2005-06-30,"Austria",1271,8227180
2005-07-07,"Austria",1227,8227958
2005-07-14,"Austria",1324,8228736
2005-07-21,"Austria",1225,8229514
2005-07-28,"Austria",1472,8230291
2005-08-04,"Austria",1320,8231069
2005-08-11,"Austria",1287,8231847
2005-08-18,"Austria",1280,8232625
2005-08-25,"Austria",1284,8233403
2005-09-01,"Austria",1294,8234181
2005-09-08,"Austria",1295,8234959
2005-09-15,"Austria",1275,8235736
2005-09-22,"Austria",1295,8236514
2005-09-29,"Austria",1301,8237292
2005-10-06,"Austria",1422,8238070
2005-10-13,"Austria",1394,8238848
2005-10-20,"Austria",1426,8239626
2005-10-27,"Austria",1411,8240404
2005-11-03,"Austria",1396,8241182
2005-11-10,"Austria",1388,8241959
2005-11-17,"Austria",1436,8242737
2005-11-24,"Austria",1472,8243515
2005-12-01,"Austria",1546,8244293
2005-12-08,"Austria",1419,8245071
2005-12-15,"Austria",1474,8245849
2005-12-22,"Austria",1472,8246627
2005-12-29,"Austria",1530,8247404
2006-01-06,"Austria",1504,8248293
2006-01-13,"Austria",1473,8249071
2006-01-20,"Austria",1559,8249849
2006-01-27,"Austria",1524,8250627
2006-02-03,"Austria",1489,8251405
2006-02-10,"Austria",1658,8252183
2006-02-17,"Austria",1478,8252961
2006-02-24,"Austria",1525,8253738
2006-03-03,"Austria",1434,8254516
2006-03-10,"Austria",1500,8255294
2006-03-17,"Austria",1476,8256072
2006-03-24,"Austria",1513,8256850
2006-03-31,"Austria",1592,8257628
2006-04-07,"Austria",1458,8258406
2006-04-14,"Austria",1412,8259184
2006-04-21,"Austria",1428,8259961
2006-04-28,"Austria",1360,8260739
2006-05-05,"Austria",1391,8261517
2006-05-12,"Austria",1446,8262295
2006-05-19,"Austria",1371,8263073
2006-05-26,"Austria",1411,8263851
2006-06-02,"Austria",1341,8264629
2006-06-09,"Austria",1387,8265406
2006-06-16,"Austria",1500,8266184
2006-06-23,"Austria",1480,8266962
2006-06-30,"Austria",1417,8267740
2006-07-07,"Austria",1287,8268259
2006-07-14,"Austria",1409,8268777
2006-07-21,"Austria",1413,8269296
2006-07-28,"Austria",1476,8269814
2006-08-04,"Austria",1303,8270333
2006-08-11,"Austria",1244,8270851
2006-08-18,"Austria",1384,8271370
2006-08-25,"Austria",1337,8271889
2006-09-01,"Austria",1359,8272407
2006-09-08,"Austria",1392,8272926
2006-09-15,"Austria",1301,8273444
2006-09-22,"Austria",1334,8273963
2006-09-29,"Austria",1326,8274481
2006-10-06,"Austria",1348,8275000
2006-10-13,"Austria",1335,8275519
2006-10-20,"Austria",1391,8276037
2006-10-27,"Austria",1440,8276556
2006-11-03,"Austria",1332,8277074
2006-11-10,"Austria",1418,8277593
2006-11-17,"Austria",1461,8278112
2006-11-24,"Austria",1488,8278630
2006-12-01,"Austria",1327,8279149
2006-12-08,"Austria",1422,8279667
2006-12-15,"Austria",1395,8280186
2006-12-22,"Austria",1495,8280704
2006-12-29,"Austria",1514,8281223
2007-01-06,"Austria",1576,8281816
2007-01-13,"Austria",1537,8282334
2007-01-20,"Austria",1416,8282853
2007-01-27,"Austria",1459,8283371
