"date","country","outcome","population"
2020-02-10,"Republic of Korea",6426,51402850
2020-02-17,"Republic of Korea",6158,51404120
2020-02-24,"Republic of Korea",5968,51405391
2020-03-02,"Republic of Korea",6011,51406661
2020-03-09,"Republic of Korea",5957,51407932
2020-03-16,"Republic of Korea",5927,51409202
2020-03-23,"Republic of Korea",5837,51410473
2020-03-30,"Republic of Korea",5704,51411743
2020-04-06,"Republic of Korea",5644,51413014
2020-04-13,"Republic of Korea",5871,51414284
2020-04-20,"Republic of Korea",5741,51415555
2020-04-27,"Republic of Korea",5575,51416825
2020-05-04,"Republic of Korea",5978,51418096
2020-05-11,"Republic of Korea",5526,51419366
2020-05-18,"Republic of Korea",5436,51420637
2020-05-25,"Republic of Korea",5493,51421907
2020-06-01,"Republic of Korea",5380,51423178
2020-06-08,"Republic of Korea",5633,51424448
2020-06-15,"Republic of Korea",5534,51425719
2020-06-22,"Republic of Korea",5435,51426989
2020-06-29,"Republic of Korea",5432,51428260
2020-07-06,"Republic of Korea",5418,51428260
2020-07-13,"Republic of Korea",5207,51428260
2020-07-20,"Republic of Korea",5432,51428260
2020-07-27,"Republic of Korea",5520,51428260
2020-08-03,"Republic of Korea",5499,51428260
2020-08-10,"Republic of Korea",5415,51428260
2020-08-17,"Republic of Korea",5687,51428260
2020-08-24,"Republic of Korea",5949,51428260
2020-08-31,"Republic of Korea",5811,51428260
2020-09-07,"Republic of Korea",5610,51428260
2020-09-14,"Republic of Korea",5623,51428260
2020-09-21,"Republic of Korea",5725,51428260
2020-09-28,"Republic of Korea",5758,51428260
2020-10-05,"Republic of Korea",5768,51428260
2020-10-12,"Republic of Korea",5944,51428260
2020-10-19,"Republic of Korea",5880,51428260
2020-10-26,"Republic of Korea",6035,51428260
2020-11-02,"Republic of Korea",6073,51428260
2020-11-09,"Republic of Korea",6055,51428260
2020-11-16,"Republic of Korea",6020,51428260
2020-11-23,"Republic of Korea",5936,51428260
2020-11-30,"Republic of Korea",5792,51428260
2020-12-07,"Republic of Korea",6151,51428260
2020-12-14,"Republic of Korea",6017,51428260
2020-12-21,"Republic of Korea",5913,51428260
2020-12-28,"Republic of Korea",6128,51428260
2020-12-31,"Republic of Korea",6137,51428260
2021-01-06,"Republic of Korea",6156,51428260
2021-01-13,"Republic of Korea",6264,51428260
2021-01-20,"Republic of Korea",6112,51428260
2021-01-27,"Republic of Korea",5766,51428260
2021-02-03,"Republic of Korea",5984,51428260
2021-02-10,"Republic of Korea",5678,51428260
2021-02-17,"Republic of Korea",5936,51428260
2021-02-24,"Republic of Korea",5739,51428260
2021-03-03,"Republic of Korea",5563,51428260
2000-01-06,"Russia",46401,145539004
2000-01-13,"Russia",43696,145539004
2000-01-20,"Russia",43909,145539004
2000-01-27,"Russia",44924,145539004
2000-02-03,"Russia",46007,145539004
2000-02-10,"Russia",46830,145539004
2000-02-17,"Russia",46353,145539004
2000-02-24,"Russia",46210,145539004
2000-03-02,"Russia",45732,145539004
2000-03-09,"Russia",47419,145539004
2000-03-16,"Russia",44623,145539004
2000-03-23,"Russia",43163,145539004
2000-03-30,"Russia",41846,145539004
2000-04-06,"Russia",42657,145539004
2000-04-13,"Russia",42818,145539004
2000-04-20,"Russia",42062,145539004
2000-04-27,"Russia",40445,145539004
2000-05-04,"Russia",44701,145539004
2000-05-11,"Russia",45203,145539004
2000-05-18,"Russia",44588,145539004
2000-05-25,"Russia",43214,145539004
2000-06-01,"Russia",41286,145539004
2000-06-08,"Russia",40181,145539004
2000-06-15,"Russia",41187,145539004
2000-06-22,"Russia",41922,145539004
2000-06-29,"Russia",38871,145539004
2000-07-06,"Russia",38358,145527537
2000-07-13,"Russia",40377,145516070
2000-07-20,"Russia",41144,145504603
2000-07-27,"Russia",38779,145493136
2000-08-03,"Russia",38185,145481669
2000-08-10,"Russia",38306,145470202
2000-08-17,"Russia",38294,145458735
2000-08-24,"Russia",38103,145447268
2000-08-31,"Russia",37872,145435801
2000-09-07,"Russia",38728,145424334
2000-09-14,"Russia",40076,145412867
2000-09-21,"Russia",42802,145401400
2000-09-28,"Russia",42939,145389933
2000-10-05,"Russia",42523,145378466
2000-10-12,"Russia",42508,145366999
2000-10-19,"Russia",41968,145355532
2000-10-26,"Russia",40902,145344065
2000-11-02,"Russia",40048,145332598
2000-11-09,"Russia",41673,145321131
2000-11-16,"Russia",42120,145309664
2000-11-23,"Russia",42733,145298197
2000-11-30,"Russia",42749,145286730
2000-12-07,"Russia",42826,145275263
2000-12-14,"Russia",42764,145263796
2000-12-21,"Russia",42531,145252329
2000-12-28,"Russia",43427,145240862
2001-01-06,"Russia",52014,145226119
2001-01-13,"Russia",45800,145214652
2001-01-20,"Russia",45106,145203185
2001-01-27,"Russia",43251,145191718
2001-02-03,"Russia",42616,145180251
2001-02-10,"Russia",43797,145168784
2001-02-17,"Russia",43559,145157317
2001-02-24,"Russia",43985,145145850
2001-03-03,"Russia",42593,145134383
2001-03-10,"Russia",43741,145122916
2001-03-17,"Russia",42810,145111449
2001-03-24,"Russia",41082,145099982
2001-03-31,"Russia",40286,145088515
2001-04-07,"Russia",42378,145077048
2001-04-14,"Russia",43146,145065581
2001-04-21,"Russia",43655,145054114
2001-04-28,"Russia",41963,145042647
2001-05-05,"Russia",42767,145031180
2001-05-12,"Russia",43706,145019713
2001-05-19,"Russia",43584,145008246
2001-05-26,"Russia",42465,144996779
2001-06-02,"Russia",43179,144985312
2001-06-09,"Russia",43466,144973845
2001-06-16,"Russia",42898,144962378
2001-06-23,"Russia",43077,144950911
2001-06-30,"Russia",40234,144939444
2001-07-07,"Russia",42189,144925545
2001-07-14,"Russia",41801,144911646
2001-07-21,"Russia",46947,144897748
2001-07-28,"Russia",44931,144883849
2001-08-04,"Russia",39929,144869950
2001-08-11,"Russia",40293,144856051
2001-08-18,"Russia",40072,144842152
2001-08-25,"Russia",38726,144828253
2001-09-01,"Russia",38664,144814355
2001-09-08,"Russia",40954,144800456
2001-09-15,"Russia",41379,144786557
2001-09-22,"Russia",40989,144772658
2001-09-29,"Russia",41077,144758759
2001-10-06,"Russia",44926,144744861
2001-10-13,"Russia",43747,144730962
2001-10-20,"Russia",43938,144717063
2001-10-27,"Russia",43137,144703164
2001-11-03,"Russia",42106,144689265
2001-11-10,"Russia",43266,144675366
2001-11-17,"Russia",42765,144661468
2001-11-24,"Russia",43299,144647569
2001-12-01,"Russia",41316,144633670
2001-12-08,"Russia",43744,144619771
2001-12-15,"Russia",46586,144605872
2001-12-22,"Russia",47590,144591974
2001-12-29,"Russia",46140,144578075
2002-01-06,"Russia",53714,144562190
2002-01-13,"Russia",50018,144548292
2002-01-20,"Russia",47893,144534393
2002-01-27,"Russia",45255,144520494
2002-02-03,"Russia",43697,144506595
2002-02-10,"Russia",44929,144492696
2002-02-17,"Russia",45416,144478798
2002-02-24,"Russia",45760,144464899
2002-03-03,"Russia",44634,144451000
2002-03-10,"Russia",46539,144437101
2002-03-17,"Russia",46290,144423202
2002-03-24,"Russia",45117,144409303
2002-03-31,"Russia",42320,144395405
2002-04-07,"Russia",44723,144381506
2002-04-14,"Russia",45647,144367607
2002-04-21,"Russia",45186,144353708
2002-04-28,"Russia",44181,144339809
2002-05-05,"Russia",45667,144325911
2002-05-12,"Russia",45411,144312012
2002-05-19,"Russia",45789,144298113
2002-05-26,"Russia",44665,144284214
2002-06-02,"Russia",43251,144270315
2002-06-09,"Russia",42947,144256416
2002-06-16,"Russia",43555,144242518
2002-06-23,"Russia",43169,144228619
2002-06-30,"Russia",40426,144214720
2002-07-07,"Russia",44082,144222781
2002-07-14,"Russia",45405,144230842
2002-07-21,"Russia",41641,144238903
2002-07-28,"Russia",42294,144246963
2002-08-04,"Russia",40909,144255024
2002-08-11,"Russia",39541,144263085
2002-08-18,"Russia",40630,144271146
2002-08-25,"Russia",40732,144279207
2002-09-01,"Russia",40681,144287268
2002-09-08,"Russia",40783,144295329
2002-09-15,"Russia",41615,144303389
2002-09-22,"Russia",43527,144311450
2002-09-29,"Russia",44127,144319511
2002-10-06,"Russia",45106,144327572
2002-10-13,"Russia",45916,144335633
2002-10-20,"Russia",47020,144343694
2002-10-27,"Russia",44999,144351755
2002-11-03,"Russia",41833,144359815
2002-11-10,"Russia",44250,144367876
2002-11-17,"Russia",44110,144375937
2002-11-24,"Russia",43111,144383998
2002-12-01,"Russia",43266,144392059
2002-12-08,"Russia",46749,144400120
2002-12-15,"Russia",48326,144408181
2002-12-22,"Russia",47545,144416241
2002-12-29,"Russia",47428,144424302
2003-01-06,"Russia",57676,144433515
2003-01-13,"Russia",50578,144441575
2003-01-20,"Russia",49185,144449636
2003-01-27,"Russia",45479,144457697
2003-02-03,"Russia",43658,144465758
2003-02-10,"Russia",45109,144473819
2003-02-17,"Russia",47586,144481880
2003-02-24,"Russia",50155,144489941
2003-03-03,"Russia",48935,144498001
2003-03-10,"Russia",49874,144506062
2003-03-17,"Russia",49499,144514123
2003-03-24,"Russia",47012,144522184
2003-03-31,"Russia",44365,144530245
2003-04-07,"Russia",44471,144538306
2003-04-14,"Russia",44195,144546367
2003-04-21,"Russia",44260,144554427
2003-04-28,"Russia",44704,144562488
2003-05-05,"Russia",46458,144570549
2003-05-12,"Russia",45954,144578610
2003-05-19,"Russia",44521,144586671
2003-05-26,"Russia",44291,144594732
2003-06-02,"Russia",42060,144602793
2003-06-09,"Russia",43610,144610853
2003-06-16,"Russia",44338,144618914
2003-06-23,"Russia",44715,144626975
2003-06-30,"Russia",43024,144635036
2003-07-07,"Russia",44191,144623266
2003-07-14,"Russia",43544,144611497
2003-07-21,"Russia",41306,144599727
2003-07-28,"Russia",41216,144587957
2003-08-04,"Russia",41585,144576188
2003-08-11,"Russia",41527,144564418
2003-08-18,"Russia",40724,144552648
2003-08-25,"Russia",40697,144540879
2003-09-01,"Russia",40799,144529109
2003-09-08,"Russia",43002,144517339
2003-09-15,"Russia",43775,144505570
2003-09-22,"Russia",45015,144493800
2003-09-29,"Russia",44629,144482030
2003-10-06,"Russia",44239,144470261
2003-10-13,"Russia",44779,144458491
2003-10-20,"Russia",44798,144446721
2003-10-27,"Russia",45943,144434952
2003-11-03,"Russia",44222,144423182
2003-11-10,"Russia",44459,144411412
2003-11-17,"Russia",44205,144399643
2003-11-24,"Russia",44529,144387873
2003-12-01,"Russia",42642,144376103
2003-12-08,"Russia",44841,144364334
2003-12-15,"Russia",45115,144352564
2003-12-22,"Russia",46167,144340794
2003-12-29,"Russia",45686,144329025
2004-01-06,"Russia",52467,144315574
2004-01-13,"Russia",50972,144303804
2004-01-20,"Russia",49850,144292034
2004-01-27,"Russia",47733,144280265
2004-02-03,"Russia",44738,144268495
2004-02-10,"Russia",45021,144256725
2004-02-17,"Russia",44569,144244956
2004-02-24,"Russia",46219,144233186
2004-03-02,"Russia",44231,144221416
2004-03-09,"Russia",43991,144209647
2004-03-16,"Russia",44124,144197877
2004-03-23,"Russia",43143,144186107
2004-03-30,"Russia",42356,144174338
2004-04-06,"Russia",41254,144162568
2004-04-13,"Russia",43540,144150798
2004-04-20,"Russia",44087,144139029
2004-04-27,"Russia",43982,144127259
2004-05-04,"Russia",44072,144115489
2004-05-11,"Russia",44839,144103720
2004-05-18,"Russia",44792,144091950
2004-05-25,"Russia",44088,144080180
2004-06-01,"Russia",43127,144068411
2004-06-08,"Russia",43350,144056641
2004-06-15,"Russia",42568,144044871
2004-06-22,"Russia",43183,144033102
2004-06-29,"Russia",43291,144021332
2004-07-06,"Russia",40092,144010401
2004-07-13,"Russia",40523,143999470
2004-07-20,"Russia",42970,143988539
2004-07-27,"Russia",41228,143977608
2004-08-03,"Russia",40085,143966677
2004-08-10,"Russia",40406,143955746
2004-08-17,"Russia",40004,143944815
2004-08-24,"Russia",42017,143933884
2004-08-31,"Russia",39971,143922954
2004-09-07,"Russia",39445,143912023
2004-09-14,"Russia",40722,143901092
2004-09-21,"Russia",42402,143890161
2004-09-28,"Russia",42659,143879230
2004-10-05,"Russia",42370,143868299
2004-10-12,"Russia",44561,143857368
2004-10-19,"Russia",45212,143846437
2004-10-26,"Russia",44708,143835506
2004-11-02,"Russia",41977,143824575
2004-11-09,"Russia",43234,143813644
2004-11-16,"Russia",43549,143802713
2004-11-23,"Russia",43613,143791782
2004-11-30,"Russia",43962,143780851
2004-12-07,"Russia",44453,143769920
2004-12-14,"Russia",44404,143758989
2004-12-21,"Russia",44041,143748059
2004-12-28,"Russia",43668,143737128
2004-12-31,"Russia",50431,143732443
2005-01-06,"Russia",49087,143723073
2005-01-13,"Russia",45629,143712143
2005-01-20,"Russia",44720,143701212
2005-01-27,"Russia",44656,143690281
2005-02-03,"Russia",46692,143679350
2005-02-10,"Russia",47906,143668419
2005-02-17,"Russia",48327,143657488
2005-02-24,"Russia",47505,143646557
2005-03-03,"Russia",47414,143635626
2005-03-10,"Russia",48846,143624695
2005-03-17,"Russia",47286,143613764
2005-03-24,"Russia",45133,143602833
2005-03-31,"Russia",44462,143591902
2005-04-07,"Russia",45264,143580971
2005-04-14,"Russia",45109,143570040
2005-04-21,"Russia",44184,143559109
2005-04-28,"Russia",43759,143548178
2005-05-05,"Russia",46187,143537248
2005-05-12,"Russia",46279,143526317
2005-05-19,"Russia",44978,143515386
2005-05-26,"Russia",44298,143504455
2005-06-02,"Russia",41948,143493524
2005-06-09,"Russia",43158,143482593
2005-06-16,"Russia",42572,143471662
2005-06-23,"Russia",42714,143460731
2005-06-30,"Russia",40941,143449800
2005-07-07,"Russia",42133,143440338
2005-07-14,"Russia",43169,143430876
2005-07-21,"Russia",42698,143421414
2005-07-28,"Russia",40780,143411952
2005-08-04,"Russia",41149,143402490
2005-08-11,"Russia",40129,143393028
2005-08-18,"Russia",40127,143383566
2005-08-25,"Russia",39856,143374104
2005-09-01,"Russia",39764,143364642
2005-09-08,"Russia",41298,143355180
2005-09-15,"Russia",42178,143345718
2005-09-22,"Russia",42815,143336256
2005-09-29,"Russia",42233,143326794
2005-10-06,"Russia",42808,143317332
2005-10-13,"Russia",44891,143307870
2005-10-20,"Russia",44522,143298408
2005-10-27,"Russia",43941,143288946
2005-11-03,"Russia",43066,143279484
2005-11-10,"Russia",42410,143270022
2005-11-17,"Russia",42902,143260560
2005-11-24,"Russia",42438,143251098
2005-12-01,"Russia",41355,143241636
2005-12-08,"Russia",42105,143232174
2005-12-15,"Russia",43706,143222712
2005-12-22,"Russia",42610,143213250
2005-12-29,"Russia",45848,143203788
2006-01-06,"Russia",50146,143192974
2006-01-13,"Russia",46925,143183512
2006-01-20,"Russia",48964,143174050
2006-01-27,"Russia",48262,143164588
2006-02-03,"Russia",44862,143155126
2006-02-10,"Russia",44788,143145664
2006-02-17,"Russia",44288,143136202
2006-02-24,"Russia",43372,143126740
2006-03-03,"Russia",42411,143117278
2006-03-10,"Russia",43188,143107816
2006-03-17,"Russia",42759,143098354
2006-03-24,"Russia",41956,143088892
2006-03-31,"Russia",42018,143079430
2006-04-07,"Russia",41355,143069968
2006-04-14,"Russia",42291,143060506
2006-04-21,"Russia",42079,143051044
2006-04-28,"Russia",41456,143041582
2006-05-05,"Russia",43284,143032120
2006-05-12,"Russia",43095,143022658
2006-05-19,"Russia",41667,143013196
2006-05-26,"Russia",40690,143003734
2006-06-02,"Russia",40030,142994272
2006-06-09,"Russia",41481,142984810
2006-06-16,"Russia",40614,142975348
2006-06-23,"Russia",42605,142965886
2006-06-30,"Russia",39774,142956424
2006-07-07,"Russia",37643,142951524
2006-07-14,"Russia",40927,142946625
2006-07-21,"Russia",37732,142941725
2006-07-28,"Russia",36348,142936826
2006-08-04,"Russia",38529,142931926
2006-08-11,"Russia",39436,142927027
2006-08-18,"Russia",40344,142922127
2006-08-25,"Russia",37960,142917228
2006-09-01,"Russia",37025,142912328
2006-09-08,"Russia",37387,142907429
2006-09-15,"Russia",38501,142902529
2006-09-22,"Russia",40952,142897630
2006-09-29,"Russia",39885,142892730
2006-10-06,"Russia",40387,142887830
2006-10-13,"Russia",40881,142882931
2006-10-20,"Russia",41871,142878031
2006-10-27,"Russia",40788,142873132
2006-11-03,"Russia",39012,142868232
2006-11-10,"Russia",39649,142863333
2006-11-17,"Russia",39288,142858433
2006-11-24,"Russia",39757,142853534
2006-12-01,"Russia",38752,142848634
2006-12-08,"Russia",38867,142843735
2006-12-15,"Russia",38505,142838835
2006-12-22,"Russia",38301,142833936
2006-12-29,"Russia",39322,142829036
2007-01-06,"Russia",46815,142823436
2007-01-13,"Russia",41753,142818537
2007-01-20,"Russia",40542,142813637
2007-01-27,"Russia",39953,142808738
2007-02-03,"Russia",39696,142803838
2007-02-10,"Russia",40523,142798939
2007-02-17,"Russia",40766,142794039
2007-02-24,"Russia",42710,142789140
2007-03-03,"Russia",42271,142784240
2007-03-10,"Russia",43275,142779341
2007-03-17,"Russia",41554,142774441
2007-03-24,"Russia",40891,142769542
2007-03-31,"Russia",39371,142764642
2007-04-07,"Russia",39736,142759742
2007-04-14,"Russia",40686,142754843
2007-04-21,"Russia",40891,142749943
2007-04-28,"Russia",39503,142745044
2007-05-05,"Russia",40221,142740144
2007-05-12,"Russia",41013,142735245
2007-05-19,"Russia",40596,142730345
2007-05-26,"Russia",41064,142725446
2007-06-02,"Russia",41357,142720546
2007-06-09,"Russia",37432,142715647
2007-06-16,"Russia",39925,142710747
2007-06-23,"Russia",38753,142705848
2007-06-30,"Russia",37804,142700948
2007-07-07,"Russia",38377,142699762
2007-07-14,"Russia",38370,142698577
2007-07-21,"Russia",37305,142697391
2007-07-28,"Russia",37201,142696205
2007-08-04,"Russia",38211,142695019
2007-08-11,"Russia",38055,142693834
2007-08-18,"Russia",38830,142692648
2007-08-25,"Russia",38912,142691462
2007-09-01,"Russia",35829,142690276
2007-09-08,"Russia",36555,142689091
2007-09-15,"Russia",37829,142687905
2007-09-22,"Russia",39077,142686719
2007-09-29,"Russia",38023,142685533
2007-10-06,"Russia",39154,142684348
2007-10-13,"Russia",40157,142683162
2007-10-20,"Russia",40197,142681976
2007-10-27,"Russia",38423,142680790
2007-11-03,"Russia",37988,142679605
2007-11-10,"Russia",38958,142678419
2007-11-17,"Russia",39916,142677233
2007-11-24,"Russia",39903,142676047
2007-12-01,"Russia",38704,142674862
2007-12-08,"Russia",38574,142673676
2007-12-15,"Russia",39158,142672490
2007-12-22,"Russia",39538,142671304
2007-12-29,"Russia",39445,142670119
2008-01-06,"Russia",47442,142668764
2008-01-13,"Russia",45824,142667578
2008-01-20,"Russia",44110,142666392
2008-01-27,"Russia",41674,142665206
2008-02-03,"Russia",39456,142664021
2008-02-10,"Russia",38705,142662835
2008-02-17,"Russia",40086,142661649
2008-02-24,"Russia",41758,142660463
2008-03-02,"Russia",41472,142659278
2008-03-09,"Russia",41577,142658092
2008-03-16,"Russia",41654,142656906
2008-03-23,"Russia",40707,142655720
2008-03-30,"Russia",39732,142654535
2008-04-06,"Russia",40213,142653349
2008-04-13,"Russia",40306,142652163
2008-04-20,"Russia",40317,142650977
2008-04-27,"Russia",40300,142649792
2008-05-04,"Russia",40873,142648606
2008-05-11,"Russia",41336,142647420
2008-05-18,"Russia",40987,142646234
2008-05-25,"Russia",40193,142645049
2008-06-01,"Russia",38347,142643863
2008-06-08,"Russia",38792,142642677
2008-06-15,"Russia",40750,142641491
2008-06-22,"Russia",40468,142640306
2008-06-29,"Russia",37360,142639120
2008-07-06,"Russia",37187,142640002
2008-07-13,"Russia",38000,142640884
2008-07-20,"Russia",41002,142641766
2008-07-27,"Russia",38646,142642649
2008-08-03,"Russia",35060,142643531
2008-08-10,"Russia",36517,142644413
2008-08-17,"Russia",38810,142645295
2008-08-24,"Russia",37992,142646177
2008-08-31,"Russia",35759,142647059
2008-09-07,"Russia",37199,142647942
2008-09-14,"Russia",37298,142648824
2008-09-21,"Russia",39098,142649706
2008-09-28,"Russia",39678,142650588
2008-10-05,"Russia",40517,142651470
2008-10-12,"Russia",38777,142652352
2008-10-19,"Russia",38154,142653234
2008-10-26,"Russia",37778,142654117
2008-11-02,"Russia",36866,142654999
2008-11-09,"Russia",37397,142655881
2008-11-16,"Russia",38052,142656763
2008-11-23,"Russia",38132,142657645
2008-11-30,"Russia",36605,142658527
2008-12-07,"Russia",37694,142659410
2008-12-14,"Russia",36785,142660292
2008-12-21,"Russia",38108,142661174
2008-12-28,"Russia",39269,142662056
2009-01-06,"Russia",45475,142663190
2009-01-13,"Russia",43464,142664072
2009-01-20,"Russia",41421,142664954
2009-01-27,"Russia",39701,142665837
2009-02-03,"Russia",38139,142666719
2009-02-10,"Russia",38663,142667601
2009-02-17,"Russia",39194,142668483
2009-02-24,"Russia",39590,142669365
2009-03-03,"Russia",40832,142670247
2009-03-10,"Russia",40959,142671130
2009-03-17,"Russia",41827,142672012
2009-03-24,"Russia",40407,142672894
2009-03-31,"Russia",39115,142673776
2009-04-07,"Russia",38982,142674658
2009-04-14,"Russia",37943,142675540
2009-04-21,"Russia",39377,142676422
2009-04-28,"Russia",39636,142677305
2009-05-05,"Russia",39402,142678187
2009-05-12,"Russia",38745,142679069
2009-05-19,"Russia",38202,142679951
2009-05-26,"Russia",37916,142680833
2009-06-02,"Russia",37252,142681715
2009-06-09,"Russia",38407,142682598
2009-06-16,"Russia",39547,142683480
2009-06-23,"Russia",37189,142684362
2009-06-30,"Russia",36737,142685244
2009-07-07,"Russia",36033,142685791
2009-07-14,"Russia",37263,142686339
2009-07-21,"Russia",39707,142686886
2009-07-28,"Russia",36230,142687434
2009-08-04,"Russia",35172,142687981
2009-08-11,"Russia",33807,142688529
2009-08-18,"Russia",35342,142689076
2009-08-25,"Russia",35898,142689624
2009-09-01,"Russia",35088,142690171
2009-09-08,"Russia",35308,142690719
2009-09-15,"Russia",35277,142691266
2009-09-22,"Russia",36209,142691814
2009-09-29,"Russia",36971,142692361
2009-10-06,"Russia",37316,142692909
2009-10-13,"Russia",38336,142693456
2009-10-20,"Russia",38322,142694004
2009-10-27,"Russia",37575,142694551
2009-11-03,"Russia",36238,142695099
2009-11-10,"Russia",37576,142695646
2009-11-17,"Russia",38440,142696194
2009-11-24,"Russia",38572,142696741
2009-12-01,"Russia",37630,142697289
2009-12-08,"Russia",36683,142697836
2009-12-15,"Russia",37685,142698384
2009-12-22,"Russia",40769,142698931
2009-12-29,"Russia",40387,142699479
2009-12-31,"Russia",43562,142699635
2010-01-06,"Russia",42882,142700105
2010-01-13,"Russia",41022,142700652
2010-01-20,"Russia",40284,142701200
2010-01-27,"Russia",39718,142701747
2010-02-03,"Russia",39731,142702295
2010-02-10,"Russia",39385,142702842
2010-02-17,"Russia",40090,142703390
2010-02-24,"Russia",39383,142703937
2010-03-03,"Russia",38760,142704485
2010-03-10,"Russia",39078,142705032
2010-03-17,"Russia",38208,142705580
2010-03-24,"Russia",37142,142706127
2010-03-31,"Russia",37098,142706675
2010-04-07,"Russia",37826,142707222
2010-04-14,"Russia",37818,142707770
2010-04-21,"Russia",37863,142708317
2010-04-28,"Russia",37994,142708865
2010-05-05,"Russia",38535,142709412
2010-05-12,"Russia",38798,142709960
2010-05-19,"Russia",37299,142710507
2010-05-26,"Russia",37078,142711055
2010-06-02,"Russia",37665,142711602
2010-06-09,"Russia",37798,142712150
2010-06-16,"Russia",38671,142712697
2010-06-23,"Russia",39176,142713245
2010-06-30,"Russia",37722,142713792
2010-07-07,"Russia",39286,142714684
2010-07-14,"Russia",42552,142715575
2010-07-21,"Russia",43170,142716467
2010-07-28,"Russia",47117,142717358
2010-08-04,"Russia",51935,142718250
2010-08-11,"Russia",46233,142719141
2010-08-18,"Russia",35687,142720033
2010-08-25,"Russia",34809,142720924
2010-09-01,"Russia",35711,142721816
2010-09-08,"Russia",35860,142722708
2010-09-15,"Russia",37795,142723599
2010-09-22,"Russia",37048,142724491
2010-09-29,"Russia",37399,142725382
2010-10-06,"Russia",38249,142726274
2010-10-13,"Russia",38202,142727165
2010-10-20,"Russia",36747,142728057
2010-10-27,"Russia",35325,142728948
2010-11-03,"Russia",35969,142729840
2010-11-10,"Russia",35573,142730731
2010-11-17,"Russia",34986,142731623
2010-11-24,"Russia",35258,142732515
2010-12-01,"Russia",37523,142733406
2010-12-08,"Russia",36852,142734298
2010-12-15,"Russia",36433,142735189
2010-12-22,"Russia",36907,142736081
2010-12-29,"Russia",39820,142736972
2011-01-06,"Russia",41100,142737991
2011-01-13,"Russia",39697,142738883
2011-01-20,"Russia",38436,142739774
2011-01-27,"Russia",38734,142740666
2011-02-03,"Russia",38825,142741557
2011-02-10,"Russia",38401,142742449
2011-02-17,"Russia",39461,142743341
2011-02-24,"Russia",40197,142744232
2011-03-03,"Russia",40297,142745124
2011-03-10,"Russia",39285,142746015
2011-03-17,"Russia",37750,142746907
2011-03-24,"Russia",36088,142747798
2011-03-31,"Russia",35393,142748690
2011-04-07,"Russia",36700,142749581
2011-04-14,"Russia",36505,142750473
2011-04-21,"Russia",36785,142751364
2011-04-28,"Russia",37208,142752256
2011-05-05,"Russia",37214,142753148
2011-05-12,"Russia",37383,142754039
2011-05-19,"Russia",37376,142754931
2011-05-26,"Russia",36350,142755822
2011-06-02,"Russia",36428,142756714
2011-06-09,"Russia",36232,142757605
2011-06-16,"Russia",36523,142758497
2011-06-23,"Russia",35762,142759388
2011-06-30,"Russia",36852,142760280
2011-07-07,"Russia",36690,142764194
2011-07-14,"Russia",36023,142768108
2011-07-21,"Russia",36711,142772023
2011-07-28,"Russia",38190,142775937
2011-08-04,"Russia",34723,142779851
2011-08-11,"Russia",35535,142783765
2011-08-18,"Russia",34218,142787680
2011-08-25,"Russia",33722,142791594
2011-09-01,"Russia",34495,142795508
2011-09-08,"Russia",34695,142799422
2011-09-15,"Russia",35450,142803337
2011-09-22,"Russia",36533,142807251
2011-09-29,"Russia",36695,142811165
2011-10-06,"Russia",37298,142815079
2011-10-13,"Russia",36196,142818994
2011-10-20,"Russia",35879,142822908
2011-10-27,"Russia",34773,142826822
2011-11-03,"Russia",34916,142830736
2011-11-10,"Russia",35864,142834651
2011-11-17,"Russia",35647,142838565
2011-11-24,"Russia",35525,142842479
2011-12-01,"Russia",35188,142846393
2011-12-08,"Russia",34574,142850308
2011-12-15,"Russia",34931,142854222
2011-12-22,"Russia",35113,142858136
2011-12-29,"Russia",37036,142862050
2012-01-06,"Russia",39413,142866524
2012-01-13,"Russia",37506,142870438
2012-01-20,"Russia",36302,142874352
2012-01-27,"Russia",36454,142878267
2012-02-03,"Russia",37666,142882181
2012-02-10,"Russia",37801,142886095
2012-02-17,"Russia",38326,142890009
2012-02-24,"Russia",38050,142893924
2012-03-02,"Russia",36228,142897838
2012-03-09,"Russia",36376,142901752
2012-03-16,"Russia",36943,142905666
2012-03-23,"Russia",36855,142909581
2012-03-30,"Russia",36159,142913495
2012-04-06,"Russia",37049,142917409
2012-04-13,"Russia",37109,142921323
2012-04-20,"Russia",37647,142925238
2012-04-27,"Russia",36108,142929152
2012-05-04,"Russia",36805,142933066
2012-05-11,"Russia",37233,142936980
2012-05-18,"Russia",35996,142940895
2012-05-25,"Russia",35377,142944809
2012-06-01,"Russia",35488,142948723
2012-06-08,"Russia",36135,142952637
2012-06-15,"Russia",38348,142956552
2012-06-22,"Russia",35752,142960466
2012-06-29,"Russia",34331,142964380
2012-07-06,"Russia",35771,142969278
2012-07-13,"Russia",35748,142974176
2012-07-20,"Russia",35420,142979074
2012-07-27,"Russia",35019,142983972
2012-08-03,"Russia",35035,142988870
2012-08-10,"Russia",34940,142993769
2012-08-17,"Russia",33375,142998667
2012-08-24,"Russia",33214,143003565
2012-08-31,"Russia",33579,143008463
2012-09-07,"Russia",34908,143013361
2012-09-14,"Russia",35996,143018259
2012-09-21,"Russia",36097,143023157
2012-09-28,"Russia",35414,143028055
2012-10-05,"Russia",36694,143032953
2012-10-12,"Russia",36677,143037851
